<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
SBER,0,20170721,105806,162.710000000,1200
SBER,0,20170721,105806,162.710000000,150
SBER,0,20170721,105806,162.710000000,230
SBER,0,20170721,105806,162.710000000,60
SBER,0,20170721,105806,162.710000000,790
SBER,0,20170721,105807,162.710000000,300
SBER,0,20170721,105807,162.710000000,10
SBER,0,20170721,105807,162.700000000,2000
SBER,0,20170721,105807,162.700000000,420
SBER,0,20170721,105807,162.700000000,2500
SBER,0,20170721,105807,162.700000000,10
SBER,0,20170721,105807,162.700000000,340
SBER,0,20170721,105807,162.740000000,220
SBER,0,20170721,105807,162.750000000,970
SBER,0,20170721,105809,162.730000000,150
SBER,0,20170721,105812,162.700000000,610
SBER,0,20170721,105812,162.700000000,690
SBER,0,20170721,105817,162.700000000,1600
SBER,0,20170721,105827,162.700000000,210
SBER,0,20170721,105827,162.700000000,1290
SBER,0,20170721,105827,162.700000000,30
SBER,0,20170721,105832,162.700000000,220
SBER,0,20170721,105833,162.700000000,30
SBER,0,20170721,105834,162.700000000,410
SBER,0,20170721,105835,162.700000000,520
SBER,0,20170721,105835,162.700000000,480
SBER,0,20170721,105846,162.730000000,10
SBER,0,20170721,105849,162.710000000,60
SBER,0,20170721,105849,162.710000000,40
SBER,0,20170721,105849,162.710000000,10
SBER,0,20170721,105849,162.700000000,20
SBER,0,20170721,105851,162.710000000,10
SBER,0,20170721,105851,162.700000000,50
SBER,0,20170721,105851,162.700000000,60
SBER,0,20170721,105853,162.730000000,200
SBER,0,20170721,105854,162.700000000,270
SBER,0,20170721,105856,162.700000000,2170
SBER,0,20170721,105856,162.700000000,10
SBER,0,20170721,105856,162.700000000,2260
SBER,0,20170721,105856,162.700000000,560
SBER,0,20170721,105857,162.700000000,410
SBER,0,20170721,105859,162.700000000,100
SBER,0,20170721,105900,162.700000000,350
SBER,0,20170721,105902,162.700000000,600
SBER,0,20170721,105902,162.700000000,100
SBER,0,20170721,105904,162.700000000,100
SBER,0,20170721,105909,162.710000000,300
SBER,0,20170721,105911,162.710000000,20
SBER,0,20170721,105914,162.710000000,500
SBER,0,20170721,105914,162.710000000,300
SBER,0,20170721,105914,162.720000000,620
SBER,0,20170721,105914,162.720000000,440
SBER,0,20170721,105914,162.720000000,850
SBER,0,20170721,105917,162.720000000,2900
SBER,0,20170721,105917,162.720000000,190
SBER,0,20170721,105917,162.720000000,390
SBER,0,20170721,105917,162.720000000,220
SBER,0,20170721,105917,162.720000000,200
SBER,0,20170721,105928,162.710000000,200
SBER,0,20170721,105933,162.720000000,10
SBER,0,20170721,105933,162.720000000,500
SBER,0,20170721,105933,162.710000000,3000
SBER,0,20170721,105933,162.720000000,50
SBER,0,20170721,105935,162.720000000,1440
SBER,0,20170721,105935,162.720000000,560
SBER,0,20170721,105935,162.720000000,410
SBER,0,20170721,105936,162.730000000,180
SBER,0,20170721,105936,162.740000000,2000
SBER,0,20170721,105939,162.710000000,100
SBER,0,20170721,105944,162.710000000,100
SBER,0,20170721,105945,162.710000000,10
SBER,0,20170721,105947,162.720000000,10
SBER,0,20170721,105947,162.710000000,1990
SBER,0,20170721,105947,162.710000000,1100
SBER,0,20170721,105947,162.710000000,800
SBER,0,20170721,105947,162.710000000,1580
SBER,0,20170721,105947,162.710000000,20
SBER,0,20170721,105947,162.710000000,300
SBER,0,20170721,105947,162.710000000,650
SBER,0,20170721,105947,162.710000000,10
SBER,0,20170721,105947,162.710000000,970
SBER,0,20170721,105947,162.710000000,1000
SBER,0,20170721,105947,162.710000000,240
SBER,0,20170721,105947,162.710000000,100
SBER,0,20170721,105947,162.710000000,700
SBER,0,20170721,105948,162.710000000,800
SBER,0,20170721,105948,162.710000000,300
SBER,0,20170721,105948,162.710000000,400
SBER,0,20170721,105948,162.710000000,100
SBER,0,20170721,105948,162.710000000,400
SBER,0,20170721,105948,162.710000000,1200
SBER,0,20170721,105948,162.710000000,760
SBER,0,20170721,105948,162.710000000,400
SBER,0,20170721,105948,162.710000000,300
SBER,0,20170721,105948,162.710000000,410
SBER,0,20170721,105948,162.710000000,90
SBER,0,20170721,105948,162.710000000,2200
SBER,0,20170721,105950,162.710000000,100
SBER,0,20170721,105951,162.710000000,100
SBER,0,20170721,105951,162.710000000,100
SBER,0,20170721,105951,162.710000000,100
SBER,0,20170721,105952,162.710000000,100
SBER,0,20170721,105952,162.710000000,190
SBER,0,20170721,105952,162.700000000,280
SBER,0,20170721,105952,162.700000000,1220
SBER,0,20170721,105952,162.700000000,200
SBER,0,20170721,105952,162.700000000,400
SBER,0,20170721,105952,162.710000000,10
SBER,0,20170721,105952,162.710000000,10
SBER,0,20170721,105952,162.700000000,400
SBER,0,20170721,105952,162.700000000,280
SBER,0,20170721,105952,162.700000000,120
SBER,0,20170721,105952,162.700000000,200
SBER,0,20170721,105952,162.700000000,210
SBER,0,20170721,105952,162.700000000,10
SBER,0,20170721,105952,162.700000000,180
SBER,0,20170721,105952,162.700000000,200
SBER,0,20170721,105952,162.700000000,400
SBER,0,20170721,105952,162.700000000,1210
SBER,0,20170721,105952,162.700000000,800
SBER,0,20170721,105952,162.700000000,1200
SBER,0,20170721,105952,162.700000000,1240
SBER,0,20170721,105952,162.700000000,770
SBER,0,20170721,105952,162.700000000,50
SBER,0,20170721,105952,162.700000000,10
SBER,0,20170721,105952,162.700000000,770
SBER,0,20170721,105952,162.700000000,19040
SBER,0,20170721,105952,162.700000000,970
SBER,0,20170721,105952,162.700000000,17500
SBER,0,20170721,105952,162.700000000,190
SBER,0,20170721,105952,162.700000000,1810
SBER,0,20170721,105952,162.700000000,690
SBER,0,20170721,105952,162.700000000,410
SBER,0,20170721,105952,162.700000000,2000
SBER,0,20170721,105952,162.700000000,90
SBER,0,20170721,105952,162.700000000,1220
SBER,0,20170721,105952,162.700000000,100
SBER,0,20170721,105952,162.700000000,300
SBER,0,20170721,105952,162.700000000,300
SBER,0,20170721,105952,162.710000000,1490
SBER,0,20170721,105952,162.710000000,1000
SBER,0,20170721,105952,162.710000000,1870
SBER,0,20170721,105953,162.700000000,580
SBER,0,20170721,105953,162.700000000,1020
SBER,0,20170721,105953,162.700000000,100
SBER,0,20170721,105953,162.700000000,300
SBER,0,20170721,105953,162.700000000,200
SBER,0,20170721,105953,162.700000000,100
SBER,0,20170721,105953,162.700000000,100
SBER,0,20170721,105957,162.700000000,680
SBER,0,20170721,105957,162.700000000,20
SBER,0,20170721,105957,162.700000000,300
SBER,0,20170721,105957,162.700000000,400
SBER,0,20170721,105957,162.700000000,1600
SBER,0,20170721,105957,162.700000000,180
SBER,0,20170721,105957,162.700000000,2420
SBER,0,20170721,105957,162.700000000,80
SBER,0,20170721,105957,162.700000000,320
SBER,0,20170721,105957,162.700000000,100
SBER,0,20170721,105957,162.700000000,400
SBER,0,20170721,105957,162.700000000,300
SBER,0,20170721,105957,162.700000000,1500
SBER,0,20170721,105957,162.700000000,2500
SBER,0,20170721,105957,162.700000000,300
SBER,0,20170721,105958,162.700000000,1600
SBER,0,20170721,105958,162.700000000,480
SBER,0,20170721,105958,162.700000000,220
SBER,0,20170721,105958,162.700000000,300
SBER,0,20170721,105958,162.700000000,500
SBER,0,20170721,105958,162.700000000,800
SBER,0,20170721,105958,162.700000000,500
SBER,0,20170721,105958,162.700000000,100
SBER,0,20170721,105958,162.700000000,80
SBER,0,20170721,105958,162.700000000,320
SBER,0,20170721,105958,162.700000000,400
SBER,0,20170721,105958,162.700000000,300
SBER,0,20170721,105958,162.700000000,400
SBER,0,20170721,105958,162.700000000,300
SBER,0,20170721,105958,162.710000000,1000
SBER,0,20170721,110000,162.720000000,1000
SBER,0,20170721,110001,162.720000000,200
SBER,0,20170721,110001,162.710000000,40
SBER,0,20170721,110001,162.710000000,200
SBER,0,20170721,110001,162.710000000,30
SBER,0,20170721,110001,162.710000000,40
SBER,0,20170721,110002,162.710000000,60
SBER,0,20170721,110002,162.710000000,30
SBER,0,20170721,110002,162.710000000,20
SBER,0,20170721,110002,162.710000000,20
SBER,0,20170721,110002,162.710000000,20
SBER,0,20170721,110002,162.710000000,20
SBER,0,20170721,110002,162.710000000,10
SBER,0,20170721,110002,162.710000000,710
SBER,0,20170721,110002,162.710000000,80
SBER,0,20170721,110002,162.700000000,1210
SBER,0,20170721,110004,162.720000000,1000
SBER,0,20170721,110004,162.730000000,80
SBER,0,20170721,110004,162.710000000,70
SBER,0,20170721,110005,162.730000000,1000
SBER,0,20170721,110005,162.740000000,100
SBER,0,20170721,110005,162.710000000,1650
SBER,0,20170721,110005,162.710000000,350
SBER,0,20170721,110005,162.710000000,800
SBER,0,20170721,110005,162.710000000,200
SBER,0,20170721,110005,162.710000000,500
SBER,0,20170721,110005,162.700000000,170
SBER,0,20170721,110005,162.700000000,1130
SBER,0,20170721,110007,162.740000000,1000
SBER,0,20170721,110007,162.750000000,1500
SBER,0,20170721,110015,162.720000000,1000
SBER,0,20170721,110015,162.720000000,90
SBER,0,20170721,110015,162.720000000,840
SBER,0,20170721,110015,162.710000000,310
SBER,0,20170721,110017,162.710000000,200
SBER,0,20170721,110021,162.710000000,440
SBER,0,20170721,110024,162.710000000,50
SBER,0,20170721,110024,162.710000000,40
SBER,0,20170721,110024,162.700000000,1110
SBER,0,20170721,110026,162.700000000,260
SBER,0,20170721,110026,162.700000000,160
SBER,0,20170721,110027,162.710000000,100
SBER,0,20170721,110027,162.710000000,820
SBER,0,20170721,110035,162.720000000,1000
SBER,0,20170721,110035,162.720000000,920
SBER,0,20170721,110035,162.730000000,10
SBER,0,20170721,110035,162.730000000,20
SBER,0,20170721,110035,162.730000000,70
SBER,0,20170721,110035,162.730000000,20
SBER,0,20170721,110035,162.730000000,10
SBER,0,20170721,110035,162.730000000,30
SBER,0,20170721,110035,162.730000000,10
SBER,0,20170721,110035,162.730000000,10
SBER,0,20170721,110035,162.730000000,20
SBER,0,20170721,110035,162.730000000,10
SBER,0,20170721,110035,162.750000000,100
SBER,0,20170721,110040,162.720000000,40
SBER,0,20170721,110041,162.720000000,50
SBER,0,20170721,110044,162.720000000,60
SBER,0,20170721,110047,162.730000000,50
SBER,0,20170721,110047,162.730000000,720
SBER,0,20170721,110053,162.720000000,70
SBER,0,20170721,110054,162.720000000,270
SBER,0,20170721,110056,162.720000000,160
SBER,0,20170721,110100,162.720000000,30
SBER,0,20170721,110100,162.720000000,400
SBER,0,20170721,110100,162.760000000,380
SBER,0,20170721,110100,162.770000000,20
SBER,0,20170721,110102,162.720000000,900
SBER,0,20170721,110103,162.720000000,20
SBER,0,20170721,110105,162.720000000,50
SBER,0,20170721,110106,162.720000000,20
SBER,0,20170721,110108,162.720000000,50
SBER,0,20170721,110108,162.720000000,100
SBER,0,20170721,110110,162.720000000,20
SBER,0,20170721,110111,162.720000000,2880
SBER,0,20170721,110111,162.720000000,890
SBER,0,20170721,110111,162.720000000,230
SBER,0,20170721,110112,162.760000000,100
SBER,0,20170721,110113,162.720000000,40
SBER,0,20170721,110113,162.720000000,700
SBER,0,20170721,110113,162.720000000,380
SBER,0,20170721,110113,162.720000000,190
SBER,0,20170721,110115,162.710000000,110
SBER,0,20170721,110115,162.710000000,90
SBER,0,20170721,110116,162.710000000,90
SBER,0,20170721,110116,162.710000000,40
SBER,0,20170721,110117,162.710000000,30
SBER,0,20170721,110119,162.710000000,130
SBER,0,20170721,110119,162.710000000,330
SBER,0,20170721,110120,162.750000000,2000
SBER,0,20170721,110122,162.720000000,100
SBER,0,20170721,110125,162.720000000,150
SBER,0,20170721,110127,162.720000000,260
SBER,0,20170721,110129,162.720000000,30
SBER,0,20170721,110136,162.720000000,2460
SBER,0,20170721,110136,162.720000000,300
SBER,0,20170721,110136,162.720000000,240
SBER,0,20170721,110137,162.730000000,80
SBER,0,20170721,110138,162.740000000,10
SBER,0,20170721,110138,162.730000000,10
SBER,0,20170721,110141,162.730000000,10
SBER,0,20170721,110142,162.730000000,10
SBER,0,20170721,110144,162.730000000,10
SBER,0,20170721,110145,162.730000000,10
SBER,0,20170721,110147,162.750000000,10
SBER,0,20170721,110148,162.750000000,40
SBER,0,20170721,110148,162.750000000,10
SBER,0,20170721,110150,162.750000000,20
SBER,0,20170721,110150,162.730000000,90
SBER,0,20170721,110150,162.720000000,360
SBER,0,20170721,110150,162.720000000,30
SBER,0,20170721,110152,162.760000000,210
SBER,0,20170721,110156,162.720000000,150
SBER,0,20170721,110212,162.720000000,10
SBER,0,20170721,110212,162.760000000,400
SBER,0,20170721,110213,162.720000000,400
SBER,0,20170721,110216,162.750000000,520
SBER,0,20170721,110216,162.750000000,350
SBER,0,20170721,110221,162.720000000,60
SBER,0,20170721,110224,162.720000000,30
SBER,0,20170721,110226,162.720000000,20
SBER,0,20170721,110227,162.720000000,110
SBER,0,20170721,110243,162.730000000,40
SBER,0,20170721,110244,162.730000000,160
SBER,0,20170721,110246,162.730000000,30
SBER,0,20170721,110252,162.730000000,180
SBER,0,20170721,110302,162.730000000,90
SBER,0,20170721,110302,162.730000000,50
SBER,0,20170721,110302,162.730000000,270
SBER,0,20170721,110302,162.730000000,100
SBER,0,20170721,110302,162.720000000,120
SBER,0,20170721,110302,162.720000000,180
SBER,0,20170721,110302,162.710000000,100
SBER,0,20170721,110302,162.710000000,50
SBER,0,20170721,110302,162.710000000,500
SBER,0,20170721,110302,162.710000000,30
SBER,0,20170721,110302,162.710000000,100
SBER,0,20170721,110302,162.710000000,400
SBER,0,20170721,110302,162.700000000,400
SBER,0,20170721,110306,162.700000000,100
SBER,0,20170721,110311,162.700000000,1000
SBER,0,20170721,110313,162.700000000,30
SBER,0,20170721,110316,162.700000000,810
SBER,0,20170721,110316,162.700000000,190
SBER,0,20170721,110316,162.700000000,120
SBER,0,20170721,110322,162.700000000,10
SBER,0,20170721,110323,162.720000000,800
SBER,0,20170721,110323,162.720000000,660
SBER,0,20170721,110323,162.740000000,10
SBER,0,20170721,110334,162.710000000,3000
SBER,0,20170721,110334,162.710000000,290
SBER,0,20170721,110334,162.710000000,970
SBER,0,20170721,110334,162.700000000,160
SBER,0,20170721,110334,162.700000000,1300
SBER,0,20170721,110334,162.700000000,4220
SBER,0,20170721,110334,162.700000000,5780
SBER,0,20170721,110334,162.700000000,10
SBER,0,20170721,110334,162.700000000,10
SBER,0,20170721,110334,162.700000000,10
SBER,0,20170721,110334,162.700000000,750
SBER,0,20170721,110334,162.700000000,2500
SBER,0,20170721,110334,162.700000000,11000
SBER,0,20170721,110334,162.700000000,10
SBER,0,20170721,110334,162.700000000,770
SBER,0,20170721,110334,162.700000000,50
SBER,0,20170721,110334,162.700000000,2450
SBER,0,20170721,110334,162.700000000,820
SBER,0,20170721,110335,162.700000000,5000
SBER,0,20170721,110335,162.700000000,5000
SBER,0,20170721,110336,162.700000000,1680
SBER,0,20170721,110336,162.700000000,2500
SBER,0,20170721,110336,162.700000000,820
SBER,0,20170721,110338,162.700000000,40
SBER,0,20170721,110339,162.700000000,50
SBER,0,20170721,110345,162.720000000,4000
SBER,0,20170721,110345,162.720000000,970
SBER,0,20170721,110345,162.710000000,500
SBER,0,20170721,110345,162.710000000,40
SBER,0,20170721,110345,162.710000000,490
SBER,0,20170721,110351,162.700000000,420
SBER,0,20170721,110351,162.700000000,10
SBER,0,20170721,110351,162.700000000,2500
SBER,0,20170721,110351,162.700000000,2370
SBER,0,20170721,110352,162.710000000,10000
SBER,0,20170721,110352,162.710000000,3600
SBER,0,20170721,110352,162.710000000,400
SBER,0,20170721,110352,162.740000000,10
SBER,0,20170721,110352,162.750000000,90
SBER,0,20170721,110357,162.710000000,20
SBER,0,20170721,110405,162.710000000,950
SBER,0,20170721,110405,162.710000000,100
SBER,0,20170721,110405,162.710000000,100
SBER,0,20170721,110405,162.710000000,850
SBER,0,20170721,110405,162.710000000,850
SBER,0,20170721,110405,162.710000000,150
SBER,0,20170721,110405,162.710000000,880
SBER,0,20170721,110405,162.710000000,110
SBER,0,20170721,110405,162.710000000,400
SBER,0,20170721,110405,162.700000000,130
SBER,0,20170721,110405,162.700000000,270
SBER,0,20170721,110405,162.710000000,610
SBER,0,20170721,110406,162.700000000,600
SBER,0,20170721,110406,162.700000000,400
SBER,0,20170721,110406,162.700000000,800
SBER,0,20170721,110408,162.700000000,310
SBER,0,20170721,110415,162.700000000,30
SBER,0,20170721,110416,162.700000000,2150
SBER,0,20170721,110416,162.700000000,2500
SBER,0,20170721,110416,162.700000000,10
SBER,0,20170721,110416,162.700000000,340
SBER,0,20170721,110427,162.700000000,1310
SBER,0,20170721,110427,162.700000000,1090
SBER,0,20170721,110427,162.700000000,500
SBER,0,20170721,110427,162.700000000,100
SBER,0,20170721,110427,162.700000000,810
SBER,0,20170721,110427,162.700000000,380
SBER,0,20170721,110427,162.700000000,30
SBER,0,20170721,110427,162.700000000,580
SBER,0,20170721,110428,162.700000000,140
SBER,0,20170721,110428,162.700000000,1000
SBER,0,20170721,110428,162.700000000,400
SBER,0,20170721,110428,162.700000000,380
SBER,0,20170721,110428,162.700000000,820
SBER,0,20170721,110428,162.700000000,10
SBER,0,20170721,110428,162.700000000,1000
SBER,0,20170721,110428,162.700000000,670
SBER,0,20170721,110428,162.700000000,430
SBER,0,20170721,110428,162.700000000,1900
SBER,0,20170721,110428,162.700000000,100
SBER,0,20170721,110428,162.700000000,200
SBER,0,20170721,110431,162.700000000,300
SBER,0,20170721,110431,162.700000000,200
SBER,0,20170721,110431,162.700000000,100
SBER,0,20170721,110431,162.700000000,2200
SBER,0,20170721,110431,162.700000000,720
SBER,0,20170721,110431,162.700000000,200
SBER,0,20170721,110431,162.700000000,50
SBER,0,20170721,110431,162.700000000,150
SBER,0,20170721,110431,162.700000000,200
SBER,0,20170721,110431,162.700000000,500
SBER,0,20170721,110431,162.700000000,1000
SBER,0,20170721,110431,162.700000000,300
SBER,0,20170721,110431,162.700000000,200
SBER,0,20170721,110434,162.700000000,150
SBER,0,20170721,110434,162.700000000,50
SBER,0,20170721,110434,162.700000000,200
SBER,0,20170721,110434,162.700000000,200
SBER,0,20170721,110434,162.700000000,300
SBER,0,20170721,110435,162.700000000,240
SBER,0,20170721,110441,162.700000000,4650
SBER,0,20170721,110441,162.700000000,5000
SBER,0,20170721,110441,162.700000000,270
SBER,0,20170721,110441,162.700000000,9000
SBER,0,20170721,110441,162.700000000,1080
SBER,0,20170721,110442,162.720000000,270
SBER,0,20170721,110444,162.700000000,50
SBER,0,20170721,110447,162.700000000,20
SBER,0,20170721,110448,162.700000000,600
SBER,0,20170721,110450,162.700000000,1190
SBER,0,20170721,110450,162.700000000,1810
SBER,0,20170721,110453,162.700000000,330
SBER,0,20170721,110453,162.700000000,360
SBER,0,20170721,110453,162.700000000,970
SBER,0,20170721,110453,162.700000000,320
SBER,0,20170721,110453,162.710000000,350
SBER,0,20170721,110453,162.710000000,2050
SBER,0,20170721,110453,162.710000000,860
SBER,0,20170721,110454,162.740000000,10
SBER,0,20170721,110454,162.750000000,20
SBER,0,20170721,110454,162.710000000,110
SBER,0,20170721,110454,162.700000000,2950
SBER,0,20170721,110454,162.700000000,1510
SBER,0,20170721,110454,162.700000000,1890
SBER,0,20170721,110456,162.700000000,610
SBER,0,20170721,110456,162.700000000,2300
SBER,0,20170721,110456,162.700000000,200
SBER,0,20170721,110456,162.700000000,2500
SBER,0,20170721,110456,162.700000000,120
SBER,0,20170721,110459,162.700000000,260
SBER,0,20170721,110501,162.700000000,100
SBER,0,20170721,110501,162.700000000,1700
SBER,0,20170721,110501,162.700000000,320
SBER,0,20170721,110501,162.700000000,80
SBER,0,20170721,110502,162.730000000,400
SBER,0,20170721,110502,162.730000000,30
SBER,0,20170721,110504,162.700000000,100
SBER,0,20170721,110504,162.700000000,200
SBER,0,20170721,110504,162.700000000,1650
SBER,0,20170721,110504,162.700000000,470
SBER,0,20170721,110504,162.700000000,10
SBER,0,20170721,110504,162.700000000,490
SBER,0,20170721,110504,162.700000000,30
SBER,0,20170721,110504,162.700000000,800
SBER,0,20170721,110505,162.700000000,140
SBER,0,20170721,110505,162.700000000,2500
SBER,0,20170721,110505,162.700000000,270
SBER,0,20170721,110511,162.700000000,1000
SBER,0,20170721,110511,162.700000000,1230
SBER,0,20170721,110511,162.700000000,770
SBER,0,20170721,110517,162.700000000,40
SBER,0,20170721,110519,162.700000000,300
SBER,0,20170721,110519,162.700000000,1390
SBER,0,20170721,110519,162.700000000,470
SBER,0,20170721,110519,162.700000000,30
SBER,0,20170721,110519,162.700000000,2110
SBER,0,20170721,110521,162.700000000,200
SBER,0,20170721,110521,162.710000000,900
SBER,0,20170721,110527,162.700000000,190
SBER,0,20170721,110527,162.700000000,1000
SBER,0,20170721,110527,162.700000000,810
SBER,0,20170721,110528,162.710000000,210
SBER,0,20170721,110528,162.710000000,300
SBER,0,20170721,110528,162.710000000,360
SBER,0,20170721,110529,162.710000000,830
SBER,0,20170721,110529,162.710000000,650
SBER,0,20170721,110531,162.730000000,560
SBER,0,20170721,110532,162.750000000,200
SBER,0,20170721,110535,162.720000000,10
SBER,0,20170721,110536,162.710000000,970
SBER,0,20170721,110536,162.710000000,90
SBER,0,20170721,110536,162.710000000,80
SBER,0,20170721,110537,162.700000000,1690
SBER,0,20170721,110537,162.700000000,80
SBER,0,20170721,110540,162.700000000,100
SBER,0,20170721,110544,162.700000000,70
SBER,0,20170721,110547,162.740000000,10
SBER,0,20170721,110547,162.750000000,90
SBER,0,20170721,110547,162.750000000,100
SBER,0,20170721,110547,162.750000000,2500
SBER,0,20170721,110547,162.750000000,13300
SBER,0,20170721,110549,162.710000000,200
SBER,0,20170721,110550,162.710000000,2800
SBER,0,20170721,110550,162.710000000,110
SBER,0,20170721,110552,162.710000000,20
SBER,0,20170721,110554,162.710000000,50
SBER,0,20170721,110558,162.710000000,10
SBER,0,20170721,110601,162.710000000,60
SBER,0,20170721,110608,162.710000000,20
SBER,0,20170721,110608,162.710000000,60
SBER,0,20170721,110608,162.700000000,230
SBER,0,20170721,110608,162.700000000,190
SBER,0,20170721,110613,162.740000000,50
SBER,0,20170721,110614,162.740000000,970
SBER,0,20170721,110614,162.740000000,10
SBER,0,20170721,110617,162.710000000,120
SBER,0,20170721,110620,162.710000000,2880
SBER,0,20170721,110620,162.710000000,30
SBER,0,20170721,110622,162.710000000,100
SBER,0,20170721,110623,162.710000000,160
SBER,0,20170721,110623,162.710000000,970
SBER,0,20170721,110623,162.710000000,110
SBER,0,20170721,110623,162.710000000,940
SBER,0,20170721,110624,162.700000000,730
SBER,0,20170721,110624,162.700000000,1580
SBER,0,20170721,110624,162.700000000,1340
SBER,0,20170721,110624,162.700000000,90
SBER,0,20170721,110626,162.710000000,200
SBER,0,20170721,110626,162.710000000,10
SBER,0,20170721,110627,162.700000000,270
SBER,0,20170721,110627,162.700000000,2700
SBER,0,20170721,110628,162.700000000,10
SBER,0,20170721,110630,162.740000000,100
SBER,0,20170721,110631,162.710000000,10
SBER,0,20170721,110639,162.740000000,970
SBER,0,20170721,110639,162.750000000,4700
SBER,0,20170721,110639,162.750000000,1330
SBER,0,20170721,110639,162.750000000,1670
SBER,0,20170721,110639,162.750000000,50
SBER,0,20170721,110639,162.750000000,3000
SBER,0,20170721,110643,162.720000000,200
SBER,0,20170721,110644,162.710000000,290
SBER,0,20170721,110644,162.700000000,1590
SBER,0,20170721,110644,162.700000000,670
SBER,0,20170721,110644,162.700000000,1450
SBER,0,20170721,110644,162.700000000,1550
SBER,0,20170721,110644,162.700000000,1160
SBER,0,20170721,110646,162.700000000,1340
SBER,0,20170721,110646,162.700000000,10
SBER,0,20170721,110646,162.700000000,700
SBER,0,20170721,110646,162.700000000,860
SBER,0,20170721,110650,162.700000000,1640
SBER,0,20170721,110650,162.700000000,40
SBER,0,20170721,110650,162.700000000,1230
SBER,0,20170721,110654,162.700000000,4550
SBER,0,20170721,110654,162.700000000,450
SBER,0,20170721,110654,162.700000000,5000
SBER,0,20170721,110655,162.700000000,100
SBER,0,20170721,110712,162.700000000,1620
SBER,0,20170721,110712,162.700000000,1300
SBER,0,20170721,110725,162.710000000,450
SBER,0,20170721,110725,162.710000000,50
SBER,0,20170721,110725,162.710000000,460
SBER,0,20170721,110725,162.700000000,1200
SBER,0,20170721,110725,162.700000000,2410
SBER,0,20170721,110725,162.700000000,580
SBER,0,20170721,110725,162.700000000,690
SBER,0,20170721,110725,162.700000000,50
SBER,0,20170721,110725,162.700000000,2500
SBER,0,20170721,110725,162.700000000,600
SBER,0,20170721,110728,162.750000000,900
SBER,0,20170721,110733,162.750000000,2000
SBER,0,20170721,110748,162.720000000,100
SBER,0,20170721,110748,162.720000000,10
SBER,0,20170721,110748,162.720000000,70
SBER,0,20170721,110748,162.720000000,10
SBER,0,20170721,110748,162.710000000,90
SBER,0,20170721,110754,162.750000000,20
SBER,0,20170721,110802,162.720000000,100
SBER,0,20170721,110802,162.720000000,90
SBER,0,20170721,110802,162.720000000,10
SBER,0,20170721,110802,162.720000000,10
SBER,0,20170721,110803,162.710000000,200
SBER,0,20170721,110803,162.710000000,100
SBER,0,20170721,110803,162.710000000,910
SBER,0,20170721,110803,162.710000000,970
SBER,0,20170721,110804,162.700000000,520
SBER,0,20170721,110806,162.700000000,1880
SBER,0,20170721,110806,162.700000000,1030
SBER,0,20170721,110806,162.700000000,200
SBER,0,20170721,110807,162.700000000,80
SBER,0,20170721,110808,162.700000000,1190
SBER,0,20170721,110808,162.700000000,1720
SBER,0,20170721,110808,162.700000000,780
SBER,0,20170721,110808,162.700000000,680
SBER,0,20170721,110808,162.700000000,150
SBER,0,20170721,110808,162.700000000,1000
SBER,0,20170721,110808,162.700000000,970
SBER,0,20170721,110808,162.700000000,1000
SBER,0,20170721,110813,162.700000000,450
SBER,0,20170721,110814,162.700000000,1000
SBER,0,20170721,110814,162.700000000,50
SBER,0,20170721,110814,162.700000000,450
SBER,0,20170721,110815,162.700000000,2050
SBER,0,20170721,110815,162.700000000,250
SBER,0,20170721,110815,162.700000000,620
SBER,0,20170721,110819,162.700000000,800
SBER,0,20170721,110819,162.700000000,3580
SBER,0,20170721,110819,162.700000000,240
SBER,0,20170721,110819,162.700000000,2810
SBER,0,20170721,110819,162.700000000,970
SBER,0,20170721,110821,162.710000000,200
SBER,0,20170721,110821,162.720000000,160
SBER,0,20170721,110821,162.740000000,100
SBER,0,20170721,110823,162.730000000,40
SBER,0,20170721,110823,162.710000000,20
SBER,0,20170721,110829,162.710000000,30
SBER,0,20170721,110836,162.740000000,400
SBER,0,20170721,110840,162.710000000,380
SBER,0,20170721,110840,162.710000000,970
SBER,0,20170721,110841,162.700000000,1560
SBER,0,20170721,110841,162.700000000,630
SBER,0,20170721,110841,162.700000000,2280
SBER,0,20170721,110842,162.700000000,200
SBER,0,20170721,110842,162.700000000,20
SBER,0,20170721,110842,162.700000000,80
SBER,0,20170721,110857,162.710000000,500
SBER,0,20170721,110858,162.710000000,200
SBER,0,20170721,110858,162.710000000,300
SBER,0,20170721,110858,162.710000000,100
SBER,0,20170721,110858,162.710000000,770
SBER,0,20170721,110859,162.700000000,460
SBER,0,20170721,110859,162.700000000,1000
SBER,0,20170721,110859,162.700000000,280
SBER,0,20170721,110907,162.700000000,2920
SBER,0,20170721,110907,162.700000000,400
SBER,0,20170721,110908,162.700000000,80
SBER,0,20170721,110909,162.700000000,90
SBER,0,20170721,110909,162.700000000,190
SBER,0,20170721,110909,162.700000000,280
SBER,0,20170721,110909,162.700000000,2500
SBER,0,20170721,110909,162.700000000,130
SBER,0,20170721,110909,162.700000000,2370
SBER,0,20170721,110909,162.700000000,970
SBER,0,20170721,110909,162.700000000,660
SBER,0,20170721,110909,162.700000000,1000
SBER,0,20170721,110910,162.700000000,300
SBER,0,20170721,110911,162.710000000,900
SBER,0,20170721,110911,162.710000000,100
