<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
SBER,0,20170721,145133,163.090000000,10
SBER,0,20170721,145141,163.080000000,200
SBER,0,20170721,145147,163.060000000,100
SBER,0,20170721,145149,163.060000000,150
SBER,0,20170721,145149,163.060000000,780
SBER,0,20170721,145149,163.050000000,30
SBER,0,20170721,145149,163.050000000,10
SBER,0,20170721,145149,163.050000000,10
SBER,0,20170721,145149,163.050000000,1010
SBER,0,20170721,145149,163.040000000,2940
SBER,0,20170721,145157,163.030000000,840
SBER,0,20170721,145157,163.020000000,160
SBER,0,20170721,145213,163.060000000,20
SBER,0,20170721,145214,163.020000000,1000
SBER,0,20170721,145214,163.010000000,1000
SBER,0,20170721,145214,163.010000000,840
SBER,0,20170721,145214,163.000000000,3000
SBER,0,20170721,145214,163.000000000,9160
SBER,0,20170721,145214,163.010000000,10
SBER,0,20170721,145214,163.010000000,700
SBER,0,20170721,145217,163.010000000,280
SBER,0,20170721,145217,163.010000000,280
SBER,0,20170721,145219,163.020000000,500
SBER,0,20170721,145219,163.020000000,1000
SBER,0,20170721,145219,163.020000000,10
SBER,0,20170721,145220,163.020000000,600
SBER,0,20170721,145228,163.060000000,1000
SBER,0,20170721,145228,163.070000000,150
SBER,0,20170721,145228,163.070000000,10
SBER,0,20170721,145228,163.080000000,1720
SBER,0,20170721,145235,163.070000000,1000
SBER,0,20170721,145240,163.070000000,130
SBER,0,20170721,145241,163.070000000,1000
SBER,0,20170721,145241,163.080000000,1080
SBER,0,20170721,145241,163.090000000,510
SBER,0,20170721,145246,163.070000000,1000
SBER,0,20170721,145246,163.080000000,3000
SBER,0,20170721,145246,163.090000000,490
SBER,0,20170721,145246,163.090000000,500
SBER,0,20170721,145246,163.090000000,500
SBER,0,20170721,145246,163.090000000,1500
SBER,0,20170721,145246,163.090000000,3000
SBER,0,20170721,145246,163.100000000,10
SBER,0,20170721,145250,163.060000000,10
SBER,0,20170721,145250,163.060000000,10
SBER,0,20170721,145255,163.060000000,1000
SBER,0,20170721,145255,163.070000000,150
SBER,0,20170721,145255,163.080000000,1720
SBER,0,20170721,145309,163.020000000,40
SBER,0,20170721,145328,163.020000000,10
SBER,0,20170721,145402,163.030000000,940
SBER,0,20170721,145426,163.040000000,10
SBER,0,20170721,145451,163.040000000,130
SBER,0,20170721,145454,163.050000000,20
SBER,0,20170721,145507,163.040000000,10
SBER,0,20170721,145510,163.070000000,30
SBER,0,20170721,145510,163.070000000,10
SBER,0,20170721,145512,163.040000000,360
SBER,0,20170721,145512,163.040000000,10
SBER,0,20170721,145512,163.030000000,50
SBER,0,20170721,145512,163.010000000,3000
SBER,0,20170721,145512,163.010000000,1470
SBER,0,20170721,145512,163.010000000,1290
SBER,0,20170721,145512,163.010000000,1000
SBER,0,20170721,145512,163.010000000,2000
SBER,0,20170721,145512,163.010000000,600
SBER,0,20170721,145512,163.010000000,920
SBER,0,20170721,145512,163.000000000,100
SBER,0,20170721,145515,163.000000000,1000
SBER,0,20170721,145518,163.000000000,800
SBER,0,20170721,145521,163.070000000,730
SBER,0,20170721,145521,163.080000000,1680
SBER,0,20170721,145544,163.080000000,1320
SBER,0,20170721,145544,163.080000000,500
SBER,0,20170721,145544,163.080000000,500
SBER,0,20170721,145544,163.080000000,150
SBER,0,20170721,145544,163.030000000,10
SBER,0,20170721,145639,163.020000000,30
SBER,0,20170721,145641,163.020000000,90
SBER,0,20170721,145641,163.020000000,1180
SBER,0,20170721,145648,163.020000000,200
SBER,0,20170721,145651,163.070000000,70
SBER,0,20170721,145651,163.070000000,10
SBER,0,20170721,145651,163.080000000,640
SBER,0,20170721,145705,163.020000000,500
SBER,0,20170721,145712,163.070000000,290
SBER,0,20170721,145718,163.020000000,10
SBER,0,20170721,145718,163.010000000,10
SBER,0,20170721,145718,163.000000000,30
SBER,0,20170721,145726,163.020000000,2000
SBER,0,20170721,145734,163.010000000,40
SBER,0,20170721,145749,163.060000000,20
SBER,0,20170721,145749,163.070000000,10
SBER,0,20170721,145750,163.010000000,830
SBER,0,20170721,145801,163.030000000,100
SBER,0,20170721,145811,163.030000000,600
SBER,0,20170721,145824,163.070000000,2570
SBER,0,20170721,145825,163.070000000,540
SBER,0,20170721,145833,163.030000000,100
SBER,0,20170721,145837,163.030000000,800
SBER,0,20170721,145853,163.010000000,50
SBER,0,20170721,145917,163.010000000,10
SBER,0,20170721,145922,163.050000000,500
SBER,0,20170721,145922,163.040000000,500
SBER,0,20170721,145923,163.040000000,2500
SBER,0,20170721,145935,163.030000000,900
SBER,0,20170721,145945,163.040000000,3420
SBER,0,20170721,150000,163.040000000,1000
SBER,0,20170721,150000,163.030000000,100
SBER,0,20170721,150000,163.030000000,400
SBER,0,20170721,150000,163.040000000,400
SBER,0,20170721,150000,163.030000000,100
SBER,0,20170721,150000,163.040000000,400
SBER,0,20170721,150000,163.040000000,1270
SBER,0,20170721,150000,163.040000000,1870
SBER,0,20170721,150000,163.040000000,6060
SBER,0,20170721,150000,163.040000000,20
SBER,0,20170721,150000,163.040000000,2000
SBER,0,20170721,150000,163.040000000,1060
SBER,0,20170721,150000,163.040000000,30
SBER,0,20170721,150000,163.060000000,20
SBER,0,20170721,150000,163.070000000,80
SBER,0,20170721,150002,163.070000000,800
SBER,0,20170721,150002,163.070000000,2040
SBER,0,20170721,150002,163.070000000,20
SBER,0,20170721,150002,163.070000000,20
SBER,0,20170721,150002,163.080000000,490
SBER,0,20170721,150008,163.040000000,180
SBER,0,20170721,150010,163.070000000,20
SBER,0,20170721,150010,163.070000000,20
SBER,0,20170721,150010,163.070000000,20
SBER,0,20170721,150013,163.040000000,260
SBER,0,20170721,150015,163.070000000,10
SBER,0,20170721,150015,163.070000000,30
SBER,0,20170721,150015,163.070000000,20
SBER,0,20170721,150015,163.070000000,20
SBER,0,20170721,150015,163.070000000,10
SBER,0,20170721,150015,163.070000000,10
SBER,0,20170721,150015,163.070000000,10
SBER,0,20170721,150015,163.080000000,1740
SBER,0,20170721,150021,163.010000000,130
SBER,0,20170721,150023,163.070000000,10
SBER,0,20170721,150023,163.070000000,60
SBER,0,20170721,150023,163.070000000,20
SBER,0,20170721,150023,163.070000000,10
SBER,0,20170721,150023,163.070000000,30
SBER,0,20170721,150023,163.070000000,20
SBER,0,20170721,150023,163.070000000,10
SBER,0,20170721,150023,163.070000000,10
SBER,0,20170721,150024,163.080000000,130
SBER,0,20170721,150024,163.080000000,10
SBER,0,20170721,150029,163.090000000,10
SBER,0,20170721,150029,163.100000000,770
SBER,0,20170721,150029,163.060000000,120
SBER,0,20170721,150029,163.060000000,1000
SBER,0,20170721,150029,163.060000000,1880
SBER,0,20170721,150029,163.060000000,980
SBER,0,20170721,150029,163.060000000,20
SBER,0,20170721,150029,163.050000000,1980
SBER,0,20170721,150029,163.050000000,780
SBER,0,20170721,150029,163.080000000,1000
SBER,0,20170721,150029,163.080000000,800
SBER,0,20170721,150029,163.080000000,1000
SBER,0,20170721,150030,163.100000000,40
SBER,0,20170721,150032,163.100000000,1520
SBER,0,20170721,150032,163.100000000,10
SBER,0,20170721,150032,163.100000000,500
SBER,0,20170721,150032,163.100000000,10
SBER,0,20170721,150038,163.110000000,50
SBER,0,20170721,150038,163.110000000,30
SBER,0,20170721,150038,163.110000000,10
SBER,0,20170721,150038,163.120000000,10
SBER,0,20170721,150038,163.120000000,20
SBER,0,20170721,150038,163.120000000,10
SBER,0,20170721,150038,163.130000000,10
SBER,0,20170721,150039,163.140000000,10
SBER,0,20170721,150039,163.140000000,1000
SBER,0,20170721,150039,163.140000000,10
SBER,0,20170721,150039,163.140000000,10
SBER,0,20170721,150039,163.140000000,10
SBER,0,20170721,150039,163.150000000,1500
SBER,0,20170721,150039,163.150000000,700
SBER,0,20170721,150043,163.150000000,2800
SBER,0,20170721,150043,163.150000000,10
SBER,0,20170721,150043,163.150000000,10
SBER,0,20170721,150043,163.150000000,1000
SBER,0,20170721,150043,163.150000000,1250
SBER,0,20170721,150043,163.150000000,200
SBER,0,20170721,150043,163.150000000,20
SBER,0,20170721,150044,163.140000000,1650
SBER,0,20170721,150044,163.160000000,30
SBER,0,20170721,150044,163.160000000,20
SBER,0,20170721,150044,163.170000000,40
SBER,0,20170721,150044,163.180000000,300
SBER,0,20170721,150044,163.180000000,300
SBER,0,20170721,150044,163.180000000,400
SBER,0,20170721,150044,163.180000000,20
SBER,0,20170721,150044,163.180000000,1890
SBER,0,20170721,150044,163.180000000,610
SBER,0,20170721,150045,163.150000000,400
SBER,0,20170721,150050,163.190000000,10
SBER,0,20170721,150050,163.190000000,30
SBER,0,20170721,150050,163.190000000,1000
SBER,0,20170721,150050,163.190000000,20
SBER,0,20170721,150051,163.180000000,840
SBER,0,20170721,150052,163.200000000,20
SBER,0,20170721,150052,163.200000000,30
SBER,0,20170721,150052,163.200000000,250
SBER,0,20170721,150052,163.210000000,840
SBER,0,20170721,150052,163.220000000,100
SBER,0,20170721,150052,163.220000000,500
SBER,0,20170721,150052,163.220000000,10
SBER,0,20170721,150053,163.210000000,840
SBER,0,20170721,150053,163.220000000,2660
SBER,0,20170721,150057,163.230000000,200
SBER,0,20170721,150103,163.230000000,50
SBER,0,20170721,150104,163.230000000,1950
SBER,0,20170721,150104,163.240000000,70
SBER,0,20170721,150104,163.240000000,840
SBER,0,20170721,150104,163.250000000,5000
SBER,0,20170721,150104,163.250000000,100
SBER,0,20170721,150104,163.250000000,50
SBER,0,20170721,150104,163.250000000,20
SBER,0,20170721,150104,163.270000000,1970
SBER,0,20170721,150104,163.270000000,10
SBER,0,20170721,150104,163.260000000,6000
SBER,0,20170721,150107,163.280000000,2250
SBER,0,20170721,150108,163.280000000,750
SBER,0,20170721,150108,163.280000000,20
SBER,0,20170721,150108,163.280000000,1000
SBER,0,20170721,150108,163.290000000,10
SBER,0,20170721,150108,163.290000000,840
SBER,0,20170721,150108,163.300000000,20
SBER,0,20170721,150108,163.300000000,2000
SBER,0,20170721,150108,163.300000000,10
SBER,0,20170721,150108,163.300000000,80
SBER,0,20170721,150108,163.300000000,250
SBER,0,20170721,150108,163.300000000,300
SBER,0,20170721,150108,163.310000000,10
SBER,0,20170721,150108,163.310000000,10
SBER,0,20170721,150108,163.310000000,10
SBER,0,20170721,150108,163.310000000,20
SBER,0,20170721,150108,163.310000000,100
SBER,0,20170721,150108,163.310000000,210
SBER,0,20170721,150108,163.310000000,500
SBER,0,20170721,150108,163.320000000,10
SBER,0,20170721,150108,163.320000000,10
SBER,0,20170721,150108,163.320000000,10
SBER,0,20170721,150108,163.320000000,10
SBER,0,20170721,150108,163.320000000,2560
SBER,0,20170721,150108,163.330000000,10
SBER,0,20170721,150108,163.330000000,10
SBER,0,20170721,150108,163.330000000,10
SBER,0,20170721,150108,163.330000000,10
SBER,0,20170721,150108,163.330000000,100
SBER,0,20170721,150108,163.330000000,1120
SBER,0,20170721,150108,163.310000000,30
SBER,0,20170721,150109,163.310000000,70
SBER,0,20170721,150109,163.320000000,840
SBER,0,20170721,150109,163.330000000,1290
SBER,0,20170721,150110,163.320000000,3000
SBER,0,20170721,150110,163.330000000,7000
SBER,0,20170721,150113,163.330000000,210
SBER,0,20170721,150115,163.310000000,20
SBER,0,20170721,150115,163.310000000,820
SBER,0,20170721,150118,163.310000000,10
SBER,0,20170721,150118,163.310000000,50
SBER,0,20170721,150118,163.310000000,30
SBER,0,20170721,150119,163.320000000,3000
SBER,0,20170721,150119,163.320000000,200
SBER,0,20170721,150119,163.320000000,700
SBER,0,20170721,150123,163.310000000,70
SBER,0,20170721,150123,163.310000000,200
SBER,0,20170721,150125,163.320000000,300
SBER,0,20170721,150125,163.320000000,200
SBER,0,20170721,150125,163.330000000,880
SBER,0,20170721,150127,163.330000000,500
SBER,0,20170721,150128,163.330000000,280
SBER,0,20170721,150129,163.310000000,200
SBER,0,20170721,150129,163.310000000,1800
SBER,0,20170721,150129,163.310000000,400
SBER,0,20170721,150129,163.300000000,20
SBER,0,20170721,150129,163.280000000,950
SBER,0,20170721,150129,163.320000000,880
SBER,0,20170721,150130,163.280000000,40
SBER,0,20170721,150143,163.270000000,80
SBER,0,20170721,150146,163.280000000,10
SBER,0,20170721,150147,163.270000000,700
SBER,0,20170721,150154,163.270000000,2250
SBER,0,20170721,150154,163.270000000,2000
SBER,0,20170721,150154,163.270000000,10
SBER,0,20170721,150157,163.260000000,80
SBER,0,20170721,150159,163.260000000,200
SBER,0,20170721,150201,163.260000000,4000
SBER,0,20170721,150201,163.260000000,4720
SBER,0,20170721,150201,163.250000000,500
SBER,0,20170721,150203,163.210000000,10
SBER,0,20170721,150203,163.200000000,40
SBER,0,20170721,150214,163.210000000,20
SBER,0,20170721,150228,163.210000000,2980
SBER,0,20170721,150228,163.210000000,1020
SBER,0,20170721,150245,163.260000000,10
SBER,0,20170721,150246,163.220000000,600
SBER,0,20170721,150247,163.220000000,2400
SBER,0,20170721,150247,163.220000000,1600
SBER,0,20170721,150250,163.260000000,40
SBER,0,20170721,150250,163.270000000,10
SBER,0,20170721,150250,163.270000000,50
SBER,0,20170721,150250,163.280000000,1540
SBER,0,20170721,150251,163.280000000,1000
SBER,0,20170721,150310,163.240000000,80
SBER,0,20170721,150313,163.240000000,60
SBER,0,20170721,150317,163.240000000,50
SBER,0,20170721,150318,163.240000000,5910
SBER,0,20170721,150333,163.200000000,20
SBER,0,20170721,150343,163.200000000,10
SBER,0,20170721,150343,163.200000000,10
SBER,0,20170721,150343,163.200000000,10
SBER,0,20170721,150345,163.200000000,10
SBER,0,20170721,150358,163.200000000,650
SBER,0,20170721,150358,163.200000000,20
SBER,0,20170721,150407,163.170000000,10
SBER,0,20170721,150408,163.170000000,100
SBER,0,20170721,150413,163.220000000,3000
SBER,0,20170721,150413,163.220000000,1000
SBER,0,20170721,150413,163.230000000,400
SBER,0,20170721,150413,163.230000000,600
SBER,0,20170721,150427,163.170000000,60
SBER,0,20170721,150453,163.230000000,1400
SBER,0,20170721,150506,163.200000000,100
SBER,0,20170721,150507,163.240000000,30
SBER,0,20170721,150507,163.240000000,30
SBER,0,20170721,150549,163.230000000,10
SBER,0,20170721,150553,163.240000000,200
SBER,0,20170721,150553,163.240000000,150
SBER,0,20170721,150553,163.240000000,1000
SBER,0,20170721,150553,163.250000000,100
SBER,0,20170721,150553,163.250000000,10
SBER,0,20170721,150553,163.260000000,130
SBER,0,20170721,150553,163.270000000,4000
SBER,0,20170721,150553,163.280000000,100
SBER,0,20170721,150557,163.280000000,1360
SBER,0,20170721,150559,163.290000000,3040
SBER,0,20170721,150559,163.290000000,960
SBER,0,20170721,150559,163.290000000,2510
SBER,0,20170721,150559,163.290000000,2480
SBER,0,20170721,150559,163.290000000,500
SBER,0,20170721,150559,163.290000000,400
SBER,0,20170721,150559,163.290000000,30
SBER,0,20170721,150601,163.270000000,160
SBER,0,20170721,150603,163.300000000,40
SBER,0,20170721,150609,163.270000000,2840
SBER,0,20170721,150609,163.270000000,1160
SBER,0,20170721,150611,163.300000000,400
SBER,0,20170721,150611,163.300000000,100
SBER,0,20170721,150613,163.300000000,10
SBER,0,20170721,150614,163.290000000,20
SBER,0,20170721,150614,163.300000000,980
SBER,0,20170721,150620,163.300000000,2000
SBER,0,20170721,150626,163.300000000,300
SBER,0,20170721,150626,163.300000000,20
SBER,0,20170721,150627,163.300000000,100
SBER,0,20170721,150630,163.300000000,30
SBER,0,20170721,150630,163.300000000,10
SBER,0,20170721,150630,163.300000000,10
SBER,0,20170721,150632,163.300000000,1660
SBER,0,20170721,150632,163.300000000,100
SBER,0,20170721,150706,163.270000000,210
SBER,0,20170721,150706,163.270000000,10
SBER,0,20170721,150718,163.290000000,30
SBER,0,20170721,150718,163.290000000,50
SBER,0,20170721,150735,163.290000000,100
SBER,0,20170721,150735,163.290000000,960
SBER,0,20170721,150743,163.280000000,1670
SBER,0,20170721,150744,163.270000000,20
SBER,0,20170721,150747,163.270000000,730
SBER,0,20170721,150747,163.270000000,330
SBER,0,20170721,150747,163.250000000,1200
SBER,0,20170721,150747,163.250000000,570
SBER,0,20170721,150747,163.250000000,110
SBER,0,20170721,150747,163.250000000,220
SBER,0,20170721,150801,163.280000000,330
SBER,0,20170721,150801,163.290000000,1540
SBER,0,20170721,150801,163.290000000,450
SBER,0,20170721,150801,163.290000000,280
SBER,0,20170721,150801,163.300000000,1890
SBER,0,20170721,150821,163.250000000,490
SBER,0,20170721,150821,163.250000000,10
SBER,0,20170721,150821,163.230000000,50
SBER,0,20170721,150821,163.230000000,50
SBER,0,20170721,150821,163.220000000,280
SBER,0,20170721,150821,163.210000000,3000
SBER,0,20170721,150821,163.210000000,10
SBER,0,20170721,150821,163.210000000,500
SBER,0,20170721,150821,163.210000000,840
SBER,0,20170721,150821,163.210000000,3000
SBER,0,20170721,150821,163.210000000,20000
SBER,0,20170721,150821,163.210000000,770
SBER,0,20170721,150821,163.210000000,770
SBER,0,20170721,150821,163.210000000,770
SBER,0,20170721,150821,163.210000000,770
SBER,0,20170721,150821,163.210000000,770
SBER,0,20170721,150821,163.210000000,1770
SBER,0,20170721,150821,163.210000000,770
SBER,0,20170721,150821,163.210000000,1770
SBER,0,20170721,150821,163.210000000,1770
SBER,0,20170721,150821,163.210000000,1230
SBER,0,20170721,150821,163.210000000,1630
SBER,0,20170721,150821,163.210000000,690
SBER,0,20170721,150821,163.210000000,1430
SBER,0,20170721,150821,163.210000000,1460
SBER,0,20170721,150821,163.210000000,1770
SBER,0,20170721,150821,163.210000000,1610
SBER,0,20170721,150821,163.210000000,540
SBER,0,20170721,150821,163.210000000,310
SBER,0,20170721,150821,163.210000000,60
SBER,0,20170721,150821,163.210000000,1110
SBER,0,20170721,150825,163.300000000,1350
SBER,0,20170721,150825,163.300000000,200
SBER,0,20170721,150825,163.300000000,5000
SBER,0,20170721,150825,163.300000000,20000
SBER,0,20170721,150825,163.300000000,10
SBER,0,20170721,150825,163.300000000,100
SBER,0,20170721,150825,163.300000000,500
SBER,0,20170721,150825,163.300000000,840
SBER,0,20170721,150825,163.300000000,1000
SBER,0,20170721,150825,163.300000000,200
SBER,0,20170721,150825,163.300000000,800
SBER,0,20170721,150825,163.320000000,10
SBER,0,20170721,150825,163.320000000,10
SBER,0,20170721,150825,163.320000000,40
SBER,0,20170721,150830,163.300000000,1000
SBER,0,20170721,150830,163.300000000,2600
SBER,0,20170721,150830,163.300000000,1040
SBER,0,20170721,150830,163.300000000,1000
SBER,0,20170721,150830,163.300000000,1000
SBER,0,20170721,150830,163.300000000,1000
SBER,0,20170721,150830,163.300000000,1000
SBER,0,20170721,150830,163.300000000,1000
SBER,0,20170721,150830,163.300000000,1000
SBER,0,20170721,150830,163.300000000,1000
SBER,0,20170721,150830,163.250000000,10
SBER,0,20170721,150830,163.240000000,90
SBER,0,20170721,150843,163.280000000,290
SBER,0,20170721,150843,163.230000000,3000
SBER,0,20170721,150843,163.230000000,3650
SBER,0,20170721,150843,163.220000000,500
SBER,0,20170721,150843,163.220000000,500
SBER,0,20170721,150843,163.210000000,1890
SBER,0,20170721,150843,163.210000000,10
SBER,0,20170721,150843,163.210000000,450
SBER,0,20170721,150849,163.200000000,14900
SBER,0,20170721,150854,163.160000000,10
SBER,0,20170721,150854,163.160000000,120
SBER,0,20170721,150854,163.160000000,90
SBER,0,20170721,150854,163.160000000,280
SBER,0,20170721,150905,163.160000000,100
SBER,0,20170721,150910,163.160000000,20
SBER,0,20170721,150913,163.190000000,40
SBER,0,20170721,150914,163.190000000,870
SBER,0,20170721,150918,163.200000000,15100
SBER,0,20170721,150918,163.200000000,100
SBER,0,20170721,150918,163.240000000,100
SBER,0,20170721,150921,163.250000000,3000
SBER,0,20170721,150921,163.270000000,500
SBER,0,20170721,150921,163.270000000,500
SBER,0,20170721,150927,163.250000000,550
SBER,0,20170721,150939,163.210000000,2230
SBER,0,20170721,150958,163.220000000,100
SBER,0,20170721,150958,163.220000000,3290
SBER,0,20170721,150958,163.220000000,610
SBER,0,20170721,151000,163.220000000,10
SBER,0,20170721,151000,163.220000000,400
SBER,0,20170721,151000,163.270000000,400
SBER,0,20170721,151009,163.220000000,80
SBER,0,20170721,151009,163.220000000,2120
SBER,0,20170721,151009,163.220000000,1050
SBER,0,20170721,151009,163.220000000,150
SBER,0,20170721,151009,163.220000000,210
SBER,0,20170721,151009,163.220000000,1790
SBER,0,20170721,151009,163.200000000,800
SBER,0,20170721,151009,163.200000000,1000
SBER,0,20170721,151009,163.200000000,1000
SBER,0,20170721,151009,163.200000000,540
SBER,0,20170721,151009,163.200000000,460
SBER,0,20170721,151009,163.200000000,1000
SBER,0,20170721,151009,163.200000000,1000
SBER,0,20170721,151009,163.200000000,400
SBER,0,20170721,151009,163.200000000,300
SBER,0,20170721,151009,163.200000000,600
SBER,0,20170721,151009,163.200000000,600
SBER,0,20170721,151009,163.200000000,50
SBER,0,20170721,151009,163.200000000,100
SBER,0,20170721,151009,163.200000000,50
SBER,0,20170721,151009,163.200000000,100
SBER,0,20170721,151009,163.200000000,830
SBER,0,20170721,151009,163.200000000,100
SBER,0,20170721,151010,163.250000000,10
SBER,0,20170721,151010,163.250000000,40
SBER,0,20170721,151010,163.250000000,10
SBER,0,20170721,151010,163.250000000,20
SBER,0,20170721,151015,163.250000000,3000
SBER,0,20170721,151015,163.260000000,280
SBER,0,20170721,151015,163.270000000,2600
SBER,0,20170721,151015,163.270000000,500
SBER,0,20170721,151015,163.270000000,500
SBER,0,20170721,151015,163.270000000,840
SBER,0,20170721,151015,163.270000000,280
SBER,0,20170721,151035,163.230000000,30
SBER,0,20170721,151037,163.240000000,3000
SBER,0,20170721,151037,163.260000000,500
SBER,0,20170721,151037,163.260000000,500
SBER,0,20170721,151037,163.260000000,1500
SBER,0,20170721,151046,163.240000000,600
SBER,0,20170721,151054,163.270000000,600
SBER,0,20170721,151054,163.280000000,5000
SBER,0,20170721,151054,163.280000000,400
SBER,0,20170721,151058,163.280000000,1000
SBER,0,20170721,151058,163.280000000,2000
SBER,0,20170721,151102,163.280000000,1000
SBER,0,20170721,151111,163.280000000,200
SBER,0,20170721,151111,163.280000000,3100
SBER,0,20170721,151111,163.280000000,2000
SBER,0,20170721,151111,163.280000000,380
SBER,0,20170721,151111,163.280000000,140
SBER,0,20170721,151111,163.280000000,1380
SBER,0,20170721,151111,163.280000000,480
SBER,0,20170721,151111,163.280000000,1000
SBER,0,20170721,151119,163.280000000,50
SBER,0,20170721,151122,163.280000000,220
SBER,0,20170721,151133,163.300000000,1000
SBER,0,20170721,151133,163.300000000,200
SBER,0,20170721,151133,163.300000000,50
SBER,0,20170721,151140,163.320000000,960
SBER,0,20170721,151140,163.320000000,50
SBER,0,20170721,151140,163.320000000,20
SBER,0,20170721,151140,163.330000000,1270
SBER,0,20170721,151145,163.300000000,970
SBER,0,20170721,151145,163.300000000,1030
SBER,0,20170721,151155,163.300000000,3740
SBER,0,20170721,151155,163.300000000,200
SBER,0,20170721,151155,163.280000000,4060
SBER,0,20170721,151157,163.310000000,10
SBER,0,20170721,151202,163.320000000,10
SBER,0,20170721,151208,163.310000000,1000
SBER,0,20170721,151208,163.310000000,50
SBER,0,20170721,151208,163.320000000,40
SBER,0,20170721,151208,163.320000000,80
SBER,0,20170721,151208,163.320000000,200
SBER,0,20170721,151208,163.320000000,2500
SBER,0,20170721,151208,163.320000000,2000
SBER,0,20170721,151208,163.330000000,400
SBER,0,20170721,151237,163.290000000,20
SBER,0,20170721,151246,163.290000000,1020
SBER,0,20170721,151246,163.290000000,5170
SBER,0,20170721,151246,163.290000000,100
SBER,0,20170721,151255,163.270000000,130
SBER,0,20170721,151302,163.290000000,1210
SBER,0,20170721,151302,163.300000000,790
SBER,0,20170721,151308,163.270000000,100
SBER,0,20170721,151312,163.310000000,10
SBER,0,20170721,151312,163.310000000,10
SBER,0,20170721,151312,163.320000000,90
SBER,0,20170721,151349,163.320000000,50
SBER,0,20170721,151351,163.280000000,200
SBER,0,20170721,151352,163.270000000,3310
SBER,0,20170721,151352,163.260000000,3000
SBER,0,20170721,151352,163.250000000,50
SBER,0,20170721,151352,163.240000000,2400
SBER,0,20170721,151352,163.240000000,12200
SBER,0,20170721,151352,163.230000000,1500
SBER,0,20170721,151352,163.230000000,40
SBER,0,20170721,151357,163.210000000,10
SBER,0,20170721,151357,163.210000000,30
SBER,0,20170721,151404,163.250000000,120
SBER,0,20170721,151413,163.250000000,10
SBER,0,20170721,151413,163.260000000,1000
SBER,0,20170721,151413,163.270000000,2980
SBER,0,20170721,151452,163.250000000,140
SBER,0,20170721,151505,163.270000000,100
SBER,0,20170721,151506,163.270000000,430
SBER,0,20170721,151509,163.270000000,10
SBER,0,20170721,151510,163.270000000,10
SBER,0,20170721,151521,163.270000000,1000
SBER,0,20170721,151521,163.270000000,1000
SBER,0,20170721,151524,163.270000000,100
SBER,0,20170721,151524,163.270000000,1000
SBER,0,20170721,151529,163.270000000,250
SBER,0,20170721,151530,163.280000000,10
SBER,0,20170721,151625,163.290000000,40
SBER,0,20170721,151644,163.310000000,20
SBER,0,20170721,151644,163.310000000,10
SBER,0,20170721,151649,163.310000000,10
SBER,0,20170721,151651,163.320000000,60
SBER,0,20170721,151651,163.320000000,50
SBER,0,20170721,151651,163.320000000,1170
SBER,0,20170721,151701,163.310000000,10
SBER,0,20170721,151701,163.320000000,730
SBER,0,20170721,151701,163.320000000,50
SBER,0,20170721,151701,163.320000000,130
SBER,0,20170721,151701,163.320000000,90
SBER,0,20170721,151701,163.300000000,200
SBER,0,20170721,151708,163.300000000,3000
SBER,0,20170721,151712,163.290000000,2190
SBER,0,20170721,151716,163.290000000,3000
SBER,0,20170721,151721,163.320000000,10
SBER,0,20170721,151736,163.260000000,60
SBER,0,20170721,151807,163.260000000,130
SBER,0,20170721,151830,163.260000000,400
SBER,0,20170721,151846,163.300000000,40
SBER,0,20170721,151853,163.270000000,920
SBER,0,20170721,151855,163.250000000,10
SBER,0,20170721,151900,163.250000000,10
SBER,0,20170721,151920,163.250000000,980
SBER,0,20170721,151920,163.250000000,1000
SBER,0,20170721,151921,163.250000000,100
SBER,0,20170721,151925,163.260000000,1220
SBER,0,20170721,151927,163.250000000,1000
SBER,0,20170721,151927,163.250000000,1000
SBER,0,20170721,151943,163.260000000,10
SBER,0,20170721,151946,163.260000000,670
SBER,0,20170721,151950,163.250000000,36900
SBER,0,20170721,151950,163.230000000,50
SBER,0,20170721,151950,163.220000000,30000
SBER,0,20170721,151950,163.220000000,930
SBER,0,20170721,151950,163.220000000,2120
SBER,0,20170721,151950,163.210000000,10
SBER,0,20170721,151950,163.200000000,1590
SBER,0,20170721,151950,163.190000000,100
SBER,0,20170721,151950,163.190000000,100
SBER,0,20170721,151950,163.170000000,20
SBER,0,20170721,151952,163.220000000,3810
SBER,0,20170721,151958,163.220000000,13010
SBER,0,20170721,152008,163.170000000,630
SBER,0,20170721,152008,163.170000000,570
SBER,0,20170721,152008,163.170000000,1020
SBER,0,20170721,152009,163.170000000,10
SBER,0,20170721,152009,163.170000000,490
SBER,0,20170721,152009,163.170000000,240
SBER,0,20170721,152009,163.170000000,1690
SBER,0,20170721,152009,163.160000000,10
SBER,0,20170721,152009,163.150000000,500
SBER,0,20170721,152009,163.110000000,10
SBER,0,20170721,152009,163.110000000,390
SBER,0,20170721,152009,163.160000000,400
SBER,0,20170721,152009,163.110000000,10
SBER,0,20170721,152010,163.130000000,10
SBER,0,20170721,152023,163.130000000,40
SBER,0,20170721,152023,163.130000000,10
SBER,0,20170721,152023,163.130000000,20
SBER,0,20170721,152023,163.110000000,360
SBER,0,20170721,152023,163.100000000,1570
SBER,0,20170721,152024,163.120000000,200
SBER,0,20170721,152040,163.110000000,840
SBER,0,20170721,152040,163.110000000,1660
