<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RI.RTSI,1,20180103,12:12:00,1169.5100000,1169.6500000,1169.4600000,1169.6400000,382604
RI.RTSI,1,20180103,12:13:00,1169.6300000,1169.7800000,1169.2000000,1169.2000000,318703
RI.RTSI,1,20180103,12:14:00,1169.2000000,1169.3000000,1169.1400000,1169.1400000,380566
RI.RTSI,1,20180103,12:15:00,1169.1500000,1169.3800000,1169.0100000,1169.0300000,247928
RI.RTSI,1,20180103,12:16:00,1169.0300000,1169.4800000,1169.0300000,1169.4700000,387658
RI.RTSI,1,20180103,12:17:00,1169.4100000,1169.9900000,1169.4100000,1169.9900000,529427
RI.RTSI,1,20180103,12:18:00,1170.0200000,1170.1100000,1169.9400000,1170.0600000,300373
RI.RTSI,1,20180103,12:19:00,1170.0500000,1170.2600000,1169.8700000,1169.9600000,464397
RI.RTSI,1,20180103,12:20:00,1169.9500000,1170.1000000,1169.3700000,1169.4400000,902347
RI.RTSI,1,20180103,12:21:00,1169.3800000,1169.6900000,1169.3800000,1169.6800000,340434
RI.RTSI,1,20180103,12:22:00,1169.6800000,1169.7200000,1169.5700000,1169.6100000,633979
RI.RTSI,1,20180103,12:23:00,1169.6000000,1169.6400000,1169.1700000,1169.5200000,1312457
RI.RTSI,1,20180103,12:24:00,1169.5200000,1169.5800000,1169.3900000,1169.4500000,334113
RI.RTSI,1,20180103,12:25:00,1169.4500000,1169.5000000,1169.2200000,1169.2200000,704423
RI.RTSI,1,20180103,12:26:00,1169.2200000,1169.2700000,1169.1000000,1169.1100000,660220
RI.RTSI,1,20180103,12:27:00,1169.1100000,1169.2300000,1169.1100000,1169.1800000,345844
RI.RTSI,1,20180103,12:28:00,1169.1800000,1169.3300000,1169.1700000,1169.2600000,684361
RI.RTSI,1,20180103,12:29:00,1169.2500000,1169.3000000,1169.1100000,1169.1700000,709025
RI.RTSI,1,20180103,12:30:00,1169.1600000,1169.3900000,1169.1500000,1169.2200000,347748
RI.RTSI,1,20180103,12:31:00,1169.2100000,1169.5300000,1169.1500000,1169.5300000,233021
RI.RTSI,1,20180103,12:32:00,1169.5500000,1170.2100000,1169.4600000,1170.1400000,491431
RI.RTSI,1,20180103,12:33:00,1170.1400000,1170.2300000,1169.9200000,1169.9300000,411867
RI.RTSI,1,20180103,12:34:00,1169.9300000,1170.3400000,1169.9300000,1170.3400000,242776
RI.RTSI,1,20180103,12:35:00,1170.3300000,1170.4200000,1170.1300000,1170.3900000,250316
RI.RTSI,1,20180103,12:36:00,1170.3900000,1170.7100000,1170.3900000,1170.5400000,361436
RI.RTSI,1,20180103,12:37:00,1170.5400000,1170.5400000,1170.3400000,1170.4500000,155374
RI.RTSI,1,20180103,12:38:00,1170.4300000,1170.8000000,1170.4300000,1170.8000000,648374
RI.RTSI,1,20180103,12:39:00,1170.8100000,1171.1700000,1170.8100000,1171.1000000,991531
RI.RTSI,1,20180103,12:40:00,1171.1500000,1171.2600000,1171.0600000,1171.2100000,275349
RI.RTSI,1,20180103,12:41:00,1171.2100000,1171.2300000,1170.9700000,1171.0200000,521367
RI.RTSI,1,20180103,12:42:00,1171.0200000,1171.9700000,1171.0200000,1171.8000000,695615
RI.RTSI,1,20180103,12:43:00,1171.8000000,1171.9600000,1171.8000000,1171.9000000,306481
RI.RTSI,1,20180103,12:44:00,1171.9100000,1171.9400000,1171.8200000,1171.8400000,725573
RI.RTSI,1,20180103,12:45:00,1171.8400000,1172.2000000,1171.8100000,1172.0400000,591670
RI.RTSI,1,20180103,12:46:00,1172.0100000,1172.1500000,1171.8900000,1171.8900000,332585
RI.RTSI,1,20180103,12:47:00,1171.9100000,1171.9200000,1171.8100000,1171.8600000,437735
RI.RTSI,1,20180103,12:48:00,1171.8600000,1171.8900000,1171.4100000,1171.5400000,703419
RI.RTSI,1,20180103,12:49:00,1171.5400000,1171.8600000,1171.5200000,1171.8600000,860443
RI.RTSI,1,20180103,12:50:00,1171.8600000,1171.8600000,1171.6900000,1171.8000000,189598
