TRADEDATE,BOARDID,SECID,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
2005-04-25,RTSI,RTSI,Индекс РТС,Индекс РТС,687.24,687.3,692.02,687.12,7540240.0,,,2,54549538720.4702,USD,
2005-04-26,RTSI,RTSI,Индекс РТС,Индекс РТС,685.38,687.17,687.47,685.38,13579631.0,,,2,54401624427.299,USD,
2005-04-27,RTSI,RTSI,Индекс РТС,Индекс РТС,675.11,685.27,685.27,675.11,12396713.0,,,2,53586384015.9748,USD,
2005-04-28,RTSI,RTSI,Индекс РТС,Индекс РТС,669.18,675.05,676.69,669.18,15242541.0,,,2,53115386040.002,USD,
2005-04-29,RTSI,RTSI,Индекс РТС,Индекс РТС,670.36,669.82,671.61,669.24,13812161.0,,,2,53209813691.0685,USD,
2005-05-03,RTSI,RTSI,Индекс РТС,Индекс РТС,669.36,670.27,670.67,667.65,7342271.0,,,2,53129924856.3616,USD,
2005-05-04,RTSI,RTSI,Индекс РТС,Индекс РТС,669.13,669.2,671.43,669.13,12301337.0,,,2,53111850055.2102,USD,
2005-05-05,RTSI,RTSI,Индекс РТС,Индекс РТС,671.12,669.87,675.54,669.87,7289741.0,,,2,53269795768.0706,USD,
2005-05-06,RTSI,RTSI,Индекс РТС,Индекс РТС,670.33,671.11,671.83,670.28,9390055.0,,,2,53207024526.9325,USD,
2005-05-11,RTSI,RTSI,Индекс РТС,Индекс РТС,662.84,669.57,669.59,662.84,5963791.0,,,2,52612680304.8115,USD,
2005-05-12,RTSI,RTSI,Индекс РТС,Индекс РТС,648.8,662.69,662.69,648.8,14631860.0,,,2,51498475703.1807,USD,
2005-05-13,RTSI,RTSI,Индекс РТС,Индекс РТС,639.9,648.81,650.7,638.73,16094569.0,,,2,50791637896.2026,USD,
2005-05-14,RTSI,RTSI,Индекс РТС,Индекс РТС,642.48,640.1,642.48,640.1,1567075.0,,,2,50996328202.75,USD,
2005-05-16,RTSI,RTSI,Индекс РТС,Индекс РТС,633.69,642.27,642.27,633.41,9059132.0,,,2,50298802102.6551,USD,
2005-05-17,RTSI,RTSI,Индекс РТС,Индекс РТС,637.71,632.9,637.71,631.2,9884190.0,,,2,50617967977.6994,USD,
2005-05-18,RTSI,RTSI,Индекс РТС,Индекс РТС,647.38,637.76,647.5,637.76,11447018.0,,,2,51385687310.9016,USD,
2005-05-19,RTSI,RTSI,Индекс РТС,Индекс РТС,647.08,647.38,648.51,647.08,5504960.0,,,2,51361634403.9663,USD,
2005-05-20,RTSI,RTSI,Индекс РТС,Индекс РТС,646.5,647.01,647.01,645.86,2211871.0,,,2,51315705500.5982,USD,
2005-05-23,RTSI,RTSI,Индекс РТС,Индекс РТС,646.22,646.44,646.95,645.94,2180479.0,,,2,51293570780.2412,USD,
2005-05-24,RTSI,RTSI,Индекс РТС,Индекс РТС,669.65,646.27,669.66,646.27,20658341.0,,,2,53153365230.3489,USD,
2005-05-25,RTSI,RTSI,Индекс РТС,Индекс РТС,669.24,669.5,671.77,667.18,15058830.0,,,2,53120749953.7112,USD,
2005-05-26,RTSI,RTSI,Индекс РТС,Индекс РТС,670.65,669.24,671.96,667.18,13430763.0,,,2,53232437004.5711,USD,
2005-05-27,RTSI,RTSI,Индекс РТС,Индекс РТС,671.4,671.14,674.25,671.14,7811656.0,,,2,53292361302.3788,USD,
2005-05-30,RTSI,RTSI,Индекс РТС,Индекс РТС,666.79,671.32,671.32,666.78,7986038.0,,,2,52926133918.8128,USD,
2005-05-31,RTSI,RTSI,Индекс РТС,Индекс РТС,674.44,666.95,674.44,665.57,23808320.0,,,2,53533438207.638,USD,
2005-06-01,RTSI,RTSI,Индекс РТС,Индекс РТС,667.13,673.37,673.4,665.7,20658304.0,,,2,52952675486.987,USD,
2005-06-02,RTSI,RTSI,Индекс РТС,Индекс РТС,676.28,667.13,676.75,667.13,24774971.0,,,2,53679061784.9258,USD,
2005-06-03,RTSI,RTSI,Индекс РТС,Индекс РТС,676.17,676.38,677.05,674.73,20114934.0,,,2,53670384849.6637,USD,
2005-06-06,RTSI,RTSI,Индекс РТС,Индекс РТС,676.18,676.14,676.56,674.66,14252908.0,,,2,53671246321.2444,USD,
2005-06-07,RTSI,RTSI,Индекс РТС,Индекс РТС,673.03,676.09,677.02,671.65,15277221.0,,,2,53421435851.6595,USD,
2005-06-08,RTSI,RTSI,Индекс РТС,Индекс РТС,671.91,673.64,673.71,671.23,22764893.0,,,2,53332523339.9607,USD,
2005-06-09,RTSI,RTSI,Индекс РТС,Индекс РТС,673.72,671.88,674.55,671.49,15239325.0,,,2,53476378480.0295,USD,
2005-06-10,RTSI,RTSI,Индекс РТС,Индекс РТС,676.78,673.72,676.8,673.72,19332483.0,,,2,53719310857.4644,USD,
2005-06-14,RTSI,RTSI,Индекс РТС,Индекс РТС,685.23,676.77,685.56,676.77,32120835.0,,,2,54389361320.2347,USD,
2005-06-15,RTSI,RTSI,Индекс РТС,Индекс РТС,681.51,685.32,685.97,681.51,23931198.0,,,2,54094173932.8476,USD,
2005-06-16,RTSI,RTSI,Индекс РТС,Индекс РТС,679.35,682.07,684.68,679.35,23263487.0,,,2,53923163608.1547,USD,
2005-06-17,RTSI,RTSI,Индекс РТС,Индекс РТС,685.41,679.62,685.72,679.4,17462791.0,,,2,54403748327.54401,USD,
2005-06-20,RTSI,RTSI,Индекс РТС,Индекс РТС,690.23,685.68,690.3,685.68,9908402.0,,,2,54786504162.3231,USD,
2005-06-21,RTSI,RTSI,Индекс РТС,Индекс РТС,690.04,690.21,690.21,686.62,17231657.0,,,2,54771382632.6966,USD,
2005-06-22,RTSI,RTSI,Индекс РТС,Индекс РТС,695.94,690.04,695.94,688.69,25414413.0,,,2,55239928408.7322,USD,
2005-06-23,RTSI,RTSI,Индекс РТС,Индекс РТС,702.28,696.04,702.67,695.94,27553371.0,,,2,55743191245.9392,USD,
2005-06-24,RTSI,RTSI,Индекс РТС,Индекс РТС,701.98,702.25,702.36,698.55,25335242.0,,,2,55719462249.1489,USD,
2005-06-27,RTSI,RTSI,Индекс РТС,Индекс РТС,700.0,701.98,701.98,698.61,20434484.0,,,2,55561719014.2695,USD,
2005-06-28,RTSI,RTSI,Индекс РТС,Индекс РТС,698.93,700.19,700.41,695.86,15091528.0,,,2,55477262401.8962,USD,
2005-06-29,RTSI,RTSI,Индекс РТС,Индекс РТС,698.4,698.96,699.79,696.17,10394868.0,,,2,55435268403.7831,USD,
