TRADEDATE,BOARDID,SECID,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
2007-09-21,RTSI,RTSI,Индекс РТС,Индекс РТС,2026.29,2014.95,2027.33,2013.2,50772851.0,,,2,178440059916.918,USD,
2007-09-24,RTSI,RTSI,Индекс РТС,Индекс РТС,2042.2,2026.29,2048.06,2026.29,84489605.0,,,2,179840725783.18103,USD,
2007-09-25,RTSI,RTSI,Индекс РТС,Индекс РТС,2008.97,2042.3,2042.3,2008.22,81503702.0,,,2,176915009763.29102,USD,
2007-09-26,RTSI,RTSI,Индекс РТС,Индекс РТС,2049.45,2011.14,2049.45,2011.14,45534589.0,,,2,180479774094.44,USD,
2007-09-27,RTSI,RTSI,Индекс РТС,Индекс РТС,2064.16,2050.09,2064.94,2050.09,68332337.0,,,2,181774565515.096,USD,
2007-09-28,RTSI,RTSI,Индекс РТС,Индекс РТС,2071.8,2064.16,2075.25,2062.96,58114461.0,,,2,182447429289.608,USD,
2007-10-01,RTSI,RTSI,Индекс РТС,Индекс РТС,2047.09,2071.8,2072.28,2039.64,45739774.0,,,2,180271317486.78897,USD,
2007-10-02,RTSI,RTSI,Индекс РТС,Индекс РТС,2108.57,2049.21,2108.89,2049.21,89691294.0,,,2,185685899790.93698,USD,
2007-10-03,RTSI,RTSI,Индекс РТС,Индекс РТС,2092.98,2108.57,2121.07,2092.98,109927435.0,,,2,184312767667.10397,USD,
2007-10-04,RTSI,RTSI,Индекс РТС,Индекс РТС,2090.08,2092.46,2096.06,2085.07,58786077.0,,,2,184057697435.97897,USD,
2007-10-05,RTSI,RTSI,Индекс РТС,Индекс РТС,2115.43,2090.15,2117.32,2090.15,65135526.0,,,2,186289533060.175,USD,
2007-10-08,RTSI,RTSI,Индекс РТС,Индекс РТС,2130.2,2116.77,2133.68,2116.77,48854395.0,,,2,187590390934.34198,USD,
2007-10-09,RTSI,RTSI,Индекс РТС,Индекс РТС,2141.79,2130.17,2142.34,2117.34,62825714.0,,,2,188610736507.205,USD,
2007-10-10,RTSI,RTSI,Индекс РТС,Индекс РТС,2143.69,2141.83,2159.59,2141.83,83364791.0,,,2,188778655039.629,USD,
2007-10-11,RTSI,RTSI,Индекс РТС,Индекс РТС,2173.11,2143.69,2174.45,2143.69,80503101.0,,,2,191368845613.453,USD,
2007-10-12,RTSI,RTSI,Индекс РТС,Индекс РТС,2163.11,2172.71,2172.71,2152.33,42573727.0,,,2,190488719789.898,USD,
2007-10-15,RTSI,RTSI,Индекс РТС,Индекс РТС,2176.9,2163.15,2181.68,2163.15,77742177.0,,,2,191703365096.957,USD,
2007-10-16,RTSI,RTSI,Индекс РТС,Индекс РТС,2159.84,2176.93,2178.57,2159.73,61328420.0,,,2,190200343145.626,USD,
2007-10-17,RTSI,RTSI,Индекс РТС,Индекс РТС,2158.09,2157.48,2158.09,2143.17,90756298.0,,,2,190046201693.41898,USD,
2007-10-18,RTSI,RTSI,Индекс РТС,Индекс РТС,2136.53,2158.41,2163.53,2132.84,47432543.0,,,2,188148237371.67603,USD,
2007-10-19,RTSI,RTSI,Индекс РТС,Индекс РТС,2142.42,2136.48,2148.66,2135.37,50754180.0,,,2,188666391191.058,USD,
2007-10-22,RTSI,RTSI,Индекс РТС,Индекс РТС,2098.57,2132.39,2132.39,2096.03,55636028.0,,,2,184805379576.66,USD,
2007-10-23,RTSI,RTSI,Индекс РТС,Индекс РТС,2127.0,2099.88,2127.15,2099.88,59798221.0,,,2,187308241746.14398,USD,
2007-10-24,RTSI,RTSI,Индекс РТС,Индекс РТС,2123.36,2128.38,2128.38,2117.31,39109293.0,,,2,186988453664.094,USD,
2007-10-25,RTSI,RTSI,Индекс РТС,Индекс РТС,2151.1,2123.48,2153.94,2122.65,73541364.0,,,2,189431048716.962,USD,
2007-10-26,RTSI,RTSI,Индекс РТС,Индекс РТС,2194.12,2151.83,2194.17,2151.83,65303948.0,,,2,193219071156.505,USD,
2007-10-29,RTSI,RTSI,Индекс РТС,Индекс РТС,2226.02,2195.82,2232.58,2195.82,61218853.0,,,2,196028880084.84802,USD,
2007-10-30,RTSI,RTSI,Индекс РТС,Индекс РТС,2206.34,2226.02,2226.02,2197.06,39661564.0,,,2,194295556431.61603,USD,
2007-10-31,RTSI,RTSI,Индекс РТС,Индекс РТС,2223.06,2206.34,2224.16,2205.82,48342218.0,,,2,195767578632.552,USD,
2007-11-01,RTSI,RTSI,Индекс РТС,Индекс РТС,2220.16,2225.25,2258.63,2207.1,80940920.0,,,2,195512917243.213,USD,
2007-11-02,RTSI,RTSI,Индекс РТС,Индекс РТС,2228.15,2220.11,2234.04,2208.69,35382827.0,,,2,196216216717.66898,USD,
2007-11-06,RTSI,RTSI,Индекс РТС,Индекс РТС,2268.92,2227.99,2268.92,2227.99,57675606.0,,,2,199806239473.09802,USD,
2007-11-07,RTSI,RTSI,Индекс РТС,Индекс РТС,2280.95,2268.92,2286.74,2268.92,84088740.0,,,2,200865844970.758,USD,
2007-11-08,RTSI,RTSI,Индекс РТС,Индекс РТС,2288.15,2273.08,2291.87,2257.6,57939384.0,,,2,201499541860.28,USD,
2007-11-09,RTSI,RTSI,Индекс РТС,Индекс РТС,2262.11,2288.15,2301.74,2262.11,49583329.0,,,2,199206939247.76898,USD,
2007-11-12,RTSI,RTSI,Индекс РТС,Индекс РТС,2243.04,2261.0,2268.27,2240.53,47255096.0,,,2,197527328592.07602,USD,
2007-11-13,RTSI,RTSI,Индекс РТС,Индекс РТС,2222.84,2242.19,2242.94,2221.75,60657437.0,,,2,195748490263.738,USD,
2007-11-14,RTSI,RTSI,Индекс РТС,Индекс РТС,2244.11,2223.32,2249.78,2223.32,90861752.0,,,2,197621224883.46103,USD,
2007-11-15,RTSI,RTSI,Индекс РТС,Индекс РТС,2217.95,2243.59,2243.59,2217.95,58866318.0,,,2,195317683791.235,USD,
2007-11-16,RTSI,RTSI,Индекс РТС,Индекс РТС,2189.37,2215.57,2215.57,2183.21,78546415.0,,,2,192800801848.964,USD,
2007-11-19,RTSI,RTSI,Индекс РТС,Индекс РТС,2166.0,2189.59,2200.17,2165.5,38423815.0,,,2,190742800067.845,USD,
2007-11-20,RTSI,RTSI,Индекс РТС,Индекс РТС,2180.22,2165.96,2180.53,2154.68,75100975.0,,,2,191995725509.24103,USD,
2007-11-21,RTSI,RTSI,Индекс РТС,Индекс РТС,2151.88,2180.22,2180.22,2148.41,64958056.0,,,2,189499817192.89102,USD,
2007-11-22,RTSI,RTSI,Индекс РТС,Индекс РТС,2135.93,2152.0,2155.06,2128.17,43176509.0,,,2,188095065028.358,USD,
2007-11-23,RTSI,RTSI,Индекс РТС,Индекс РТС,2151.89,2135.93,2154.53,2135.93,50937113.0,,,2,189500589463.41898,USD,
2007-11-26,RTSI,RTSI,Индекс РТС,Индекс РТС,2177.07,2152.51,2188.2,2152.51,59833756.0,,,2,191717805012.013,USD,
2007-11-27,RTSI,RTSI,Индекс РТС,Индекс РТС,2155.38,2176.65,2177.81,2153.44,66937251.0,,,2,189807445431.722,USD,
2007-11-28,RTSI,RTSI,Индекс РТС,Индекс РТС,2168.11,2155.18,2168.12,2138.58,61120418.0,,,2,190928748207.81302,USD,
2007-11-29,RTSI,RTSI,Индекс РТС,Индекс РТС,2180.5,2172.67,2192.71,2172.67,65321095.0,,,2,192020378812.276,USD,
2007-11-30,RTSI,RTSI,Индекс РТС,Индекс РТС,2220.11,2181.06,2220.11,2181.06,64479077.0,,,2,195508319901.57898,USD,
2007-12-03,RTSI,RTSI,Индекс РТС,Индекс РТС,2200.75,2218.44,2218.44,2199.82,69529599.0,,,2,193803600530.957,USD,
2007-12-04,RTSI,RTSI,Индекс РТС,Индекс РТС,2204.42,2201.11,2208.73,2201.08,70705357.0,,,2,194126191126.825,USD,
2007-12-05,RTSI,RTSI,Индекс РТС,Индекс РТС,2262.28,2204.3,2263.02,2204.3,63115836.0,,,2,199221992653.148,USD,
2007-12-06,RTSI,RTSI,Индекс РТС,Индекс РТС,2259.14,2262.27,2276.48,2254.69,68973437.0,,,2,198945247673.905,USD,
2007-12-07,RTSI,RTSI,Индекс РТС,Индекс РТС,2285.85,2258.97,2287.2,2258.97,47796930.0,,,2,201296957712.56897,USD,
2007-12-10,RTSI,RTSI,Индекс РТС,Индекс РТС,2330.45,2286.28,2333.0,2278.53,106460384.0,,,2,205225240175.105,USD,
2007-12-11,RTSI,RTSI,Индекс РТС,Индекс РТС,2342.64,2331.85,2355.56,2331.85,80692666.0,,,2,206298469442.832,USD,
2007-12-12,RTSI,RTSI,Индекс РТС,Индекс РТС,2359.85,2342.38,2360.15,2330.83,70785682.0,,,2,207813766633.77,USD,
2007-12-13,RTSI,RTSI,Индекс РТС,Индекс РТС,2317.28,2359.81,2359.81,2317.28,75007801.0,,,2,204064780083.645,USD,
2007-12-14,RTSI,RTSI,Индекс РТС,Индекс РТС,2269.53,2317.28,2325.11,2263.72,62671122.0,,,2,199860525812.21698,USD,
2007-12-17,RTSI,RTSI,Индекс РТС,Индекс РТС,2251.07,2269.53,2269.53,2233.37,99053580.0,,,2,192378697381.58603,USD,
2007-12-18,RTSI,RTSI,Индекс РТС,Индекс РТС,2269.09,2250.11,2270.94,2249.97,45061278.0,,,2,193918732422.774,USD,
2007-12-19,RTSI,RTSI,Индекс РТС,Индекс РТС,2264.95,2269.09,2280.16,2253.83,77364228.0,,,2,193564924460.58398,USD,
2007-12-20,RTSI,RTSI,Индекс РТС,Индекс РТС,2283.28,2265.33,2283.95,2265.33,39094111.0,,,2,195130830051.707,USD,
2007-12-21,RTSI,RTSI,Индекс РТС,Индекс РТС,2296.09,2283.54,2297.64,2283.54,51064105.0,,,2,196225777769.441,USD,
2007-12-24,RTSI,RTSI,Индекс РТС,Индекс РТС,2303.28,2296.51,2307.62,2296.51,17729037.0,,,2,196840178079.017,USD,
2007-12-25,RTSI,RTSI,Индекс РТС,Индекс РТС,2293.03,2303.28,2304.33,2291.15,12994691.0,,,2,195964512907.70898,USD,
2007-12-26,RTSI,RTSI,Индекс РТС,Индекс РТС,2283.08,2293.03,2293.03,2277.36,20465079.0,,,2,195114283768.522,USD,
2007-12-27,RTSI,RTSI,Индекс РТС,Индекс РТС,2291.46,2283.17,2293.85,2280.32,41203744.0,,,2,195830472767.92603,USD,
2007-12-28,RTSI,RTSI,Индекс РТС,Индекс РТС,2290.51,2291.46,2292.96,2271.95,44143265.0,,,2,195749021372.245,USD,
2008-01-09,RTSI,RTSI,Индекс РТС,Индекс РТС,2296.56,2300.79,2312.36,2290.79,51918183.0,,,2,196266047527.95398,USD,
2008-01-10,RTSI,RTSI,Индекс РТС,Индекс РТС,2306.87,2296.52,2308.66,2296.52,24080218.0,,,2,197147000889.758,USD,
2008-01-11,RTSI,RTSI,Индекс РТС,Индекс РТС,2313.9,2303.71,2313.9,2296.24,36917007.0,,,2,197747433654.553,USD,
2008-01-14,RTSI,RTSI,Индекс РТС,Индекс РТС,2339.79,2313.9,2339.79,2309.1,63777731.0,,,2,199960065189.86398,USD,
2008-01-15,RTSI,RTSI,Индекс РТС,Индекс РТС,2330.87,2339.79,2345.45,2328.72,53886307.0,,,2,199197799029.524,USD,
2008-01-16,RTSI,RTSI,Индекс РТС,Индекс РТС,2225.46,2328.01,2328.01,2214.33,82376080.0,,,2,190189755926.66602,USD,
2008-01-17,RTSI,RTSI,Индекс РТС,Индекс РТС,2174.78,2225.17,2225.26,2157.94,112294151.0,,,2,185858893064.893,USD,
2008-01-18,RTSI,RTSI,Индекс РТС,Индекс РТС,2159.1,2174.78,2174.78,2137.95,87192863.0,,,2,184518273539.182,USD,
2008-01-21,RTSI,RTSI,Индекс РТС,Индекс РТС,1999.83,2159.1,2159.1,1997.15,89029999.0,,,2,170906985419.051,USD,
2008-01-22,RTSI,RTSI,Индекс РТС,Индекс РТС,1967.7,1988.73,2012.22,1883.28,129646175.0,,,2,168161009486.626,USD,
2008-01-23,RTSI,RTSI,Индекс РТС,Индекс РТС,1890.88,1967.7,2016.52,1885.71,86822951.0,,,2,161596133868.339,USD,
2008-01-24,RTSI,RTSI,Индекс РТС,Индекс РТС,1988.23,1902.57,1988.23,1902.57,81914493.0,,,2,169916142818.266,USD,
2008-01-25,RTSI,RTSI,Индекс РТС,Индекс РТС,2033.09,1991.36,2037.25,1991.36,57907326.0,,,2,173749781803.059,USD,
2008-01-28,RTSI,RTSI,Индекс РТС,Индекс РТС,1978.68,2031.78,2031.78,1970.07,57919737.0,,,2,169099561520.105,USD,
2008-01-29,RTSI,RTSI,Индекс РТС,Индекс РТС,2009.71,1979.53,2009.91,1979.53,71713099.0,,,2,171751455088.767,USD,
2008-01-30,RTSI,RTSI,Индекс РТС,Индекс РТС,1981.53,2009.71,2009.71,1979.9,37202798.0,,,2,169343310740.389,USD,
2008-01-31,RTSI,RTSI,Индекс РТС,Индекс РТС,1906.97,1981.53,1983.44,1898.52,39513568.0,,,2,162971348566.426,USD,
2008-02-01,RTSI,RTSI,Индекс РТС,Индекс РТС,1968.97,1910.67,1987.22,1910.67,50698559.0,,,2,168269840475.341,USD,
2008-02-04,RTSI,RTSI,Индекс РТС,Индекс РТС,2012.76,1970.24,2013.88,1970.24,65301430.0,,,2,172012183561.65802,USD,
2008-02-05,RTSI,RTSI,Индекс РТС,Индекс РТС,1966.73,2012.76,2034.01,1959.17,57219435.0,,,2,168078027476.772,USD,
2008-02-06,RTSI,RTSI,Индекс РТС,Индекс РТС,1947.19,1965.19,1965.19,1915.05,86073866.0,,,2,166408894426.738,USD,
2008-02-07,RTSI,RTSI,Индекс РТС,Индекс РТС,1887.41,1947.01,1950.69,1870.3,63402016.0,,,2,161299592829.675,USD,
2008-02-08,RTSI,RTSI,Индекс РТС,Индекс РТС,1870.93,1887.41,1908.99,1859.53,52616805.0,,,2,159891106613.647,USD,
2008-02-11,RTSI,RTSI,Индекс РТС,Индекс РТС,1917.61,1870.93,1919.43,1870.93,95628049.0,,,2,163880211403.916,USD,
2008-02-12,RTSI,RTSI,Индекс РТС,Индекс РТС,1980.84,1919.89,1981.23,1919.89,47901358.0,,,2,169284685879.763,USD,
2008-02-13,RTSI,RTSI,Индекс РТС,Индекс РТС,2004.48,1980.9,2006.6,1956.49,67601115.0,,,2,171304621503.833,USD,
2008-02-14,RTSI,RTSI,Индекс РТС,Индекс РТС,2025.14,2007.78,2034.84,2007.78,46891641.0,,,2,173070259785.662,USD,
2008-02-15,RTSI,RTSI,Индекс РТС,Индекс РТС,1989.25,2024.69,2024.69,1985.84,44833576.0,,,2,170003000568.525,USD,
2008-02-18,RTSI,RTSI,Индекс РТС,Индекс РТС,2026.17,1990.07,2026.23,1990.07,45674679.0,,,2,173158613425.61,USD,
2008-02-19,RTSI,RTSI,Индекс РТС,Индекс РТС,2046.8,2027.51,2046.8,2016.61,61884194.0,,,2,174921244055.06302,USD,
2008-02-20,RTSI,RTSI,Индекс РТС,Индекс РТС,2020.92,2046.59,2046.68,2017.33,43238307.0,,,2,172709897777.292,USD,
2008-02-21,RTSI,RTSI,Индекс РТС,Индекс РТС,2065.39,2022.22,2068.28,2022.22,70606650.0,,,2,176510332151.936,USD,
2008-02-22,RTSI,RTSI,Индекс РТС,Индекс РТС,2079.72,2065.39,2087.0,2049.8,57900062.0,,,2,177734518932.888,USD,
2008-02-26,RTSI,RTSI,Индекс РТС,Индекс РТС,2096.32,2080.58,2102.73,2080.58,50056818.0,,,2,179153349239.964,USD,
2008-02-27,RTSI,RTSI,Индекс РТС,Индекс РТС,2096.44,2098.86,2116.31,2091.56,45409768.0,,,2,179163572145.189,USD,
2008-02-28,RTSI,RTSI,Индекс РТС,Индекс РТС,2081.51,2096.44,2096.83,2078.75,29077949.0,,,2,177887891906.238,USD,
2008-02-29,RTSI,RTSI,Индекс РТС,Индекс РТС,2063.94,2081.34,2096.25,2054.2,56229657.0,,,2,176385884375.45,USD,
2008-03-03,RTSI,RTSI,Индекс РТС,Индекс РТС,2032.29,2017.47,2032.47,2010.72,50258756.0,,,2,173680983610.43,USD,
2008-03-04,RTSI,RTSI,Индекс РТС,Индекс РТС,2018.88,2032.73,2051.94,2012.86,91970537.0,,,2,172535283286.096,USD,
2008-03-05,RTSI,RTSI,Индекс РТС,Индекс РТС,2042.38,2018.88,2042.38,2010.01,39067198.0,,,2,174543528002.419,USD,
2008-03-06,RTSI,RTSI,Индекс РТС,Индекс РТС,2050.46,2044.06,2064.17,2044.06,41363334.0,,,2,175234377980.47598,USD,
2008-03-07,RTSI,RTSI,Индекс РТС,Индекс РТС,2012.65,2050.46,2050.46,2010.44,35676305.0,,,2,172002822398.549,USD,
2008-03-11,RTSI,RTSI,Индекс РТС,Индекс РТС,2058.39,2010.21,2059.12,2006.86,42540909.0,,,2,175911777735.345,USD,
2008-03-12,RTSI,RTSI,Индекс РТС,Индекс РТС,2079.67,2060.48,2091.44,2060.48,47026808.0,,,2,177730538427.803,USD,
2008-03-13,RTSI,RTSI,Индекс РТС,Индекс РТС,2059.35,2078.94,2078.94,2053.66,77536152.0,,,2,175993726798.543,USD,
2008-03-14,RTSI,RTSI,Индекс РТС,Индекс РТС,2064.41,2059.44,2096.55,2059.44,52451930.0,,,2,176426364403.054,USD,
2008-03-17,RTSI,RTSI,Индекс РТС,Индекс РТС,1990.84,2062.91,2062.91,1970.18,59302352.0,,,2,183629995963.565,USD,
2008-03-18,RTSI,RTSI,Индекс РТС,Индекс РТС,2018.76,1990.94,2018.82,1983.28,44408434.0,,,2,186205878325.98,USD,
2008-03-19,RTSI,RTSI,Индекс РТС,Индекс РТС,2016.44,2020.64,2037.78,2012.83,55178307.0,,,2,185991863801.00897,USD,
2008-03-20,RTSI,RTSI,Индекс РТС,Индекс РТС,1946.79,2012.03,2012.03,1942.44,64217409.0,,,2,179567283269.001,USD,
2008-03-21,RTSI,RTSI,Индекс РТС,Индекс РТС,1964.65,1947.34,1972.09,1947.34,30369012.0,,,2,181214243065.588,USD,
2008-03-24,RTSI,RTSI,Индекс РТС,Индекс РТС,2000.95,1964.65,2000.95,1954.27,26468525.0,,,2,184562525203.71,USD,
2008-03-25,RTSI,RTSI,Индекс РТС,Индекс РТС,1993.94,2000.95,2017.93,1990.6,42014107.0,,,2,183916577118.108,USD,
2008-03-26,RTSI,RTSI,Индекс РТС,Индекс РТС,1995.19,1993.95,2004.01,1991.07,45179494.0,,,2,184031809840.733,USD,
2008-03-27,RTSI,RTSI,Индекс РТС,Индекс РТС,2030.13,1995.19,2044.8,1995.19,70979705.0,,,2,187253937935.684,USD,
2008-03-28,RTSI,RTSI,Индекс РТС,Индекс РТС,2049.4,2030.13,2049.4,2030.13,48304763.0,,,2,189031997475.18802,USD,
2008-03-31,RTSI,RTSI,Индекс РТС,Индекс РТС,2053.93,2049.21,2056.58,2034.71,51773831.0,,,2,189449589758.30103,USD,
2008-04-01,RTSI,RTSI,Индекс РТС,Индекс РТС,2063.69,2053.97,2063.69,2035.85,39180568.0,,,2,190349966237.512,USD,
2008-04-02,RTSI,RTSI,Индекс РТС,Индекс РТС,2069.64,2065.4,2073.75,2058.05,47551524.0,,,2,190898978673.542,USD,
2008-04-03,RTSI,RTSI,Индекс РТС,Индекс РТС,2052.84,2069.64,2080.02,2052.75,52408575.0,,,2,189349281368.58398,USD,
2008-04-04,RTSI,RTSI,Индекс РТС,Индекс РТС,2059.05,2052.98,2064.45,2052.66,26711757.0,,,2,189921393745.80603,USD,
2008-04-07,RTSI,RTSI,Индекс РТС,Индекс РТС,2103.96,2059.61,2104.31,2059.61,37207631.0,,,2,194064240445.976,USD,
2008-04-08,RTSI,RTSI,Индекс РТС,Индекс РТС,2089.77,2103.25,2107.48,2088.64,48662973.0,,,2,192755402869.10602,USD,
2008-04-09,RTSI,RTSI,Индекс РТС,Индекс РТС,2115.32,2089.77,2116.81,2089.34,32452554.0,,,2,195112135573.76602,USD,
2008-04-10,RTSI,RTSI,Индекс РТС,Индекс РТС,2132.5,2115.4,2134.72,2115.4,50258111.0,,,2,196696505835.339,USD,
2008-04-11,RTSI,RTSI,Индекс РТС,Индекс РТС,2112.1,2132.96,2146.97,2106.31,52637619.0,,,2,194815264298.68698,USD,
2008-04-14,RTSI,RTSI,Индекс РТС,Индекс РТС,2091.09,2107.54,2107.54,2076.01,31259975.0,,,2,192877315670.39102,USD,
2008-04-15,RTSI,RTSI,Индекс РТС,Индекс РТС,2113.61,2091.48,2114.04,2090.9,22586484.0,,,2,194954286949.957,USD,
2008-04-16,RTSI,RTSI,Индекс РТС,Индекс РТС,2160.76,2113.71,2161.52,2113.71,44323838.0,,,2,199303099756.978,USD,
2008-04-17,RTSI,RTSI,Индекс РТС,Индекс РТС,2150.74,2160.63,2185.48,2146.73,36415396.0,,,2,198379508799.862,USD,
2008-04-18,RTSI,RTSI,Индекс РТС,Индекс РТС,2175.92,2150.97,2184.73,2150.97,65487109.0,,,2,200701976454.588,USD,
2008-04-21,RTSI,RTSI,Индекс РТС,Индекс РТС,2172.25,2176.03,2190.49,2170.75,41839952.0,,,2,200363025172.522,USD,
2008-04-22,RTSI,RTSI,Индекс РТС,Индекс РТС,2166.23,2172.25,2176.4,2164.69,38949610.0,,,2,199807898287.487,USD,
2008-04-23,RTSI,RTSI,Индекс РТС,Индекс РТС,2159.04,2166.65,2176.75,2145.24,49142917.0,,,2,199144943786.943,USD,
2008-04-24,RTSI,RTSI,Индекс РТС,Индекс РТС,2102.45,2159.04,2159.04,2102.45,60323564.0,,,2,193925338485.494,USD,
2008-04-25,RTSI,RTSI,Индекс РТС,Индекс РТС,2129.15,2102.83,2129.15,2102.83,35193569.0,,,2,196387237167.858,USD,
2008-04-28,RTSI,RTSI,Индекс РТС,Индекс РТС,2150.82,2129.3,2155.25,2129.3,25310917.0,,,2,198386294828.668,USD,
2008-04-29,RTSI,RTSI,Индекс РТС,Индекс РТС,2126.57,2150.82,2150.82,2126.57,25203840.0,,,2,196149547906.399,USD,
2008-04-30,RTSI,RTSI,Индекс РТС,Индекс РТС,2122.5,2126.39,2127.16,2106.32,37156516.0,,,2,195773970242.37,USD,
2008-05-04,RTSI,RTSI,Индекс РТС,Индекс РТС,2140.98,2122.5,2141.33,2122.5,13882867.0,,,2,190480529485.08603,USD,
2008-05-05,RTSI,RTSI,Индекс РТС,Индекс РТС,2141.35,2141.11,2149.16,2136.96,32124918.0,,,2,190513197825.216,USD,
2008-05-06,RTSI,RTSI,Индекс РТС,Индекс РТС,2153.32,2141.35,2160.27,2141.24,46587723.0,,,2,191578193459.56198,USD,
2008-05-07,RTSI,RTSI,Индекс РТС,Индекс РТС,2201.47,2153.55,2201.49,2153.55,36363569.0,,,2,195862418681.17102,USD,
2008-05-08,RTSI,RTSI,Индекс РТС,Индекс РТС,2283.99,2201.47,2284.01,2191.2,48107596.0,,,2,203203733194.94397,USD,
2008-05-12,RTSI,RTSI,Индекс РТС,Индекс РТС,2321.14,2290.7,2321.69,2290.7,79952256.0,,,2,206509142686.302,USD,
2008-05-13,RTSI,RTSI,Индекс РТС,Индекс РТС,2339.57,2321.16,2339.85,2306.0,60509742.0,,,2,208148631149.63,USD,
2008-05-14,RTSI,RTSI,Индекс РТС,Индекс РТС,2406.05,2339.57,2406.05,2328.6,59104613.0,,,2,214063685284.504,USD,
2008-05-15,RTSI,RTSI,Индекс РТС,Индекс РТС,2411.95,2406.16,2439.05,2403.78,56379721.0,,,2,214588911374.849,USD,
2008-05-16,RTSI,RTSI,Индекс РТС,Индекс РТС,2478.87,2411.95,2478.87,2411.95,52205805.0,,,2,220542504751.507,USD,
2008-05-19,RTSI,RTSI,Индекс РТС,Индекс РТС,2487.92,2478.88,2498.1,2465.04,59440696.0,,,2,221347243490.629,USD,
2008-05-20,RTSI,RTSI,Индекс РТС,Индекс РТС,2453.12,2487.98,2487.98,2446.45,58825584.0,,,2,218251664895.73602,USD,
2008-05-21,RTSI,RTSI,Индекс РТС,Индекс РТС,2467.81,2451.24,2484.24,2449.02,52587285.0,,,2,219558341409.418,USD,
2008-05-22,RTSI,RTSI,Индекс РТС,Индекс РТС,2433.07,2468.61,2490.76,2426.94,50553728.0,,,2,216467654464.631,USD,
2008-05-23,RTSI,RTSI,Индекс РТС,Индекс РТС,2435.2,2433.07,2443.02,2412.71,27012687.0,,,2,216656928844.045,USD,
2008-05-26,RTSI,RTSI,Индекс РТС,Индекс РТС,2436.56,2431.23,2441.93,2417.63,49171936.0,,,2,216778105125.906,USD,
2008-05-27,RTSI,RTSI,Индекс РТС,Индекс РТС,2390.6,2436.56,2459.55,2387.86,56990709.0,,,2,212689454789.371,USD,
2008-05-28,RTSI,RTSI,Индекс РТС,Индекс РТС,2396.87,2389.62,2396.87,2368.68,26010568.0,,,2,213246713392.659,USD,
2008-05-29,RTSI,RTSI,Индекс РТС,Индекс РТС,2439.03,2398.61,2446.49,2398.61,57472789.0,,,2,216998036521.341,USD,
2008-05-30,RTSI,RTSI,Индекс РТС,Индекс РТС,2459.88,2439.36,2461.58,2428.47,47025601.0,,,2,218852560543.51898,USD,
2008-06-02,RTSI,RTSI,Индекс РТС,Индекс РТС,2452.76,2459.9,2464.59,2441.05,39802320.0,,,2,218219793525.632,USD,
2008-06-03,RTSI,RTSI,Индекс РТС,Индекс РТС,2429.47,2451.41,2451.41,2429.47,41315833.0,,,2,216147294992.463,USD,
2008-06-04,RTSI,RTSI,Индекс РТС,Индекс РТС,2353.49,2427.58,2427.58,2344.68,79420396.0,,,2,209387460883.023,USD,
2008-06-05,RTSI,RTSI,Индекс РТС,Индекс РТС,2351.78,2352.01,2358.04,2334.37,37704491.0,,,2,209235357241.78198,USD,
2008-06-06,RTSI,RTSI,Индекс РТС,Индекс РТС,2377.91,2358.2,2396.79,2358.2,51037811.0,,,2,211560489238.121,USD,
2008-06-07,RTSI,RTSI,Индекс РТС,Индекс РТС,2342.7,2377.91,2377.91,2342.7,12087750.0,,,2,208427735909.80103,USD,
2008-06-09,RTSI,RTSI,Индекс РТС,Индекс РТС,2357.79,2342.7,2367.98,2342.7,24564508.0,,,2,209769739480.198,USD,
2008-06-10,RTSI,RTSI,Индекс РТС,Индекс РТС,2339.29,2357.79,2357.79,2324.95,63816777.0,,,2,208124531281.548,USD,
2008-06-11,RTSI,RTSI,Индекс РТС,Индекс РТС,2356.71,2339.53,2359.39,2339.53,45812168.0,,,2,209674261005.66397,USD,
2008-06-16,RTSI,RTSI,Индекс РТС,Индекс РТС,2366.32,2356.48,2371.82,2356.48,28973085.0,,,2,200754363519.48398,USD,
2008-06-17,RTSI,RTSI,Индекс РТС,Индекс РТС,2399.15,2366.32,2401.07,2366.32,30748099.0,,,2,203539640947.72,USD,
2008-06-18,RTSI,RTSI,Индекс РТС,Индекс РТС,2402.74,2399.72,2419.47,2398.7,29634756.0,,,2,203844512046.77103,USD,
2008-06-19,RTSI,RTSI,Индекс РТС,Индекс РТС,2400.84,2402.74,2408.89,2392.88,31140724.0,,,2,203682971158.21,USD,
2008-06-20,RTSI,RTSI,Индекс РТС,Индекс РТС,2384.75,2400.09,2400.6,2384.75,43342574.0,,,2,202317943919.325,USD,
2008-06-23,RTSI,RTSI,Индекс РТС,Индекс РТС,2342.39,2383.88,2383.88,2340.83,40238191.0,,,2,198723953247.147,USD,
2008-06-24,RTSI,RTSI,Индекс РТС,Индекс РТС,2308.88,2342.39,2347.09,2307.44,53898682.0,,,2,195881448982.117,USD,
2008-06-25,RTSI,RTSI,Индекс РТС,Индекс РТС,2310.73,2308.88,2325.61,2301.39,37956976.0,,,2,196038719983.245,USD,
2008-06-26,RTSI,RTSI,Индекс РТС,Индекс РТС,2308.76,2310.76,2321.98,2302.87,51449503.0,,,2,195871151721.816,USD,
